"MSOA","Tenure","People","Rooms","Count"
"E02000884",5,4,3,34
"E02000884",5,4,4,97
"E02000884",5,4,5,97
"E02000884",5,4,6,120
"E02000884",6,1,1,55
"E02000884",6,1,2,162
"E02000884",6,1,3,231
"E02000884",6,1,4,73
"E02000884",6,1,5,15
"E02000884",6,1,6,12
"E02000884",6,2,1,30
"E02000884",6,2,2,162
"E02000884",6,2,3,345
"E02000884",6,2,4,225
"E02000884",6,2,5,27
"E02000884",6,2,6,13
"E02000884",6,3,1,6
"E02000884",6,3,2,13
"E02000884",6,3,3,78
"E02000884",6,3,4,155
"E02000884",6,3,5,49
"E02000884",6,3,6,18
"E02000884",6,4,1,3
"E02000884",6,4,2,8
"E02000884",6,4,3,34
"E02000884",6,4,4,86
"E02000884",6,4,5,75
"E02000884",6,4,6,58
"E02000885",2,1,1,0
"E02000885",2,1,2,3
"E02000885",2,1,3,12
"E02000885",2,1,4,27
"E02000885",2,1,5,16
"E02000885",2,1,6,5
"E02000885",2,2,1,2
"E02000885",2,2,2,0
"E02000885",2,2,3,6
"E02000885",2,2,4,18
"E02000885",2,2,5,18
"E02000885",2,2,6,2
"E02000885",2,3,1,0
"E02000885",2,3,2,1
"E02000885",2,3,3,2
"E02000885",2,3,4,4
"E02000885",2,3,5,9
"E02000885",2,3,6,3
"E02000885",2,4,1,0
"E02000885",2,4,2,0
"E02000885",2,4,3,0
"E02000885",2,4,4,10
"E02000885",2,4,5,9
"E02000885",2,4,6,6
"E02000885",3,1,1,2
"E02000885",3,1,2,20
"E02000885",3,1,3,38
"E02000885",3,1,4,31
"E02000885",3,1,5,9
"E02000885",3,1,6,4
"E02000885",3,2,1,3
"E02000885",3,2,2,20
"E02000885",3,2,3,38
"E02000885",3,2,4,38
"E02000885",3,2,5,15
"E02000885",3,2,6,8
"E02000885",3,3,1,1
"E02000885",3,3,2,4
"E02000885",3,3,3,6
"E02000885",3,3,4,8
"E02000885",3,3,5,12
"E02000885",3,3,6,5
"E02000885",3,4,1,0
"E02000885",3,4,2,5
"E02000885",3,4,3,8
"E02000885",3,4,4,28
"E02000885",3,4,5,49
"E02000885",3,4,6,14
"E02000885",5,1,1,29
"E02000885",5,1,2,88
"E02000885",5,1,3,295
"E02000885",5,1,4,100
"E02000885",5,1,5,42
"E02000885",5,1,6,13
"E02000885",5,2,1,4
"E02000885",5,2,2,28
"E02000885",5,2,3,73
"E02000885",5,2,4,115
"E02000885",5,2,5,41
"E02000885",5,2,6,17
"E02000885",5,3,1,1
"E02000885",5,3,2,7
"E02000885",5,3,3,38
"E02000885",5,3,4,51
"E02000885",5,3,5,32
"E02000885",5,3,6,13
"E02000885",5,4,1,3
"E02000885",5,4,2,11
"E02000885",5,4,3,31
"E02000885",5,4,4,132
"E02000885",5,4,5,145
"E02000885",5,4,6,112
"E02000885",6,1,1,9
"E02000885",6,1,2,39
"E02000885",6,1,3,39
"E02000885",6,1,4,22
"E02000885",6,1,5,9
"E02000885",6,1,6,6
"E02000885",6,2,1,4
"E02000885",6,2,2,35
"E02000885",6,2,3,72
"E02000885",6,2,4,59
"E02000885",6,2,5,14
"E02000885",6,2,6,6
"E02000885",6,3,1,0
"E02000885",6,3,2,7
"E02000885",6,3,3,16
"E02000885",6,3,4,39
"E02000885",6,3,5,24
"E02000885",6,3,6,5
"E02000885",6,4,1,2
"E02000885",6,4,2,3
"E02000885",6,4,3,12
"E02000885",6,4,4,49
"E02000885",6,4,5,53
"E02000885",6,4,6,45
"E02000886",2,1,1,1
"E02000886",2,1,2,10
"E02000886",2,1,3,52
"E02000886",2,1,4,49
"E02000886",2,1,5,38
"E02000886",2,1,6,18
"E02000886",2,2,1,3
"E02000886",2,2,2,1
"E02000886",2,2,3,18
"E02000886",2,2,4,58
"E02000886",2,2,5,22
"E02000886",2,2,6,20
"E02000886",2,3,1,0
"E02000886",2,3,2,0
"E02000886",2,3,3,3
"E02000886",2,3,4,13
"E02000886",2,3,5,8
"E02000886",2,3,6,7
"E02000886",2,4,1,0
"E02000886",2,4,2,0
"E02000886",2,4,3,1
"E02000886",2,4,4,8
"E02000886",2,4,5,9
"E02000886",2,4,6,17
"E02000886",3,1,1,0
"E02000886",3,1,2,30
"E02000886",3,1,3,90
"E02000886",3,1,4,104
"E02000886",3,1,5,27
"E02000886",3,1,6,15
"E02000886",3,2,1,0
"E02000886",3,2,2,9
"E02000886",3,2,3,90
"E02000886",3,2,4,95
"E02000886",3,2,5,29
"E02000886",3,2,6,27
"E02000886",3,3,1,0
"E02000886",3,3,2,1
"E02000886",3,3,3,19
"E02000886",3,3,4,37
"E02000886",3,3,5,25
"E02000886",3,3,6,20
"E02000886",3,4,1,0
"E02000886",3,4,2,2
"E02000886",3,4,3,9
"E02000886",3,4,4,32
"E02000886",3,4,5,28
"E02000886",3,4,6,37
"E02000886",5,1,1,20
"E02000886",5,1,2,86
"E02000886",5,1,3,202
"E02000886",5,1,4,71
"E02000886",5,1,5,21
"E02000886",5,1,6,14
"E02000886",5,2,1,5
"E02000886",5,2,2,25
"E02000886",5,2,3,63
"E02000886",5,2,4,67
"E02000886",5,2,5,34
"E02000886",5,2,6,9
"E02000886",5,3,1,2
"E02000886",5,3,2,4
"E02000886",5,3,3,23
"E02000886",5,3,4,44
"E02000886",5,3,5,33
"E02000886",5,3,6,3
"E02000886",5,4,1,2
"E02000886",5,4,2,11
"E02000886",5,4,3,33
"E02000886",5,4,4,88
"E02000886",5,4,5,82
"E02000886",5,4,6,42
"E02000886",6,1,1,7
"E02000886",6,1,2,68
"E02000886",6,1,3,115
"E02000886",6,1,4,78
"E02000886",6,1,5,17
"E02000886",6,1,6,9
"E02000886",6,2,1,7
"E02000886",6,2,2,71
"E02000886",6,2,3,188
"E02000886",6,2,4,196
"E02000886",6,2,5,25
"E02000886",6,2,6,12
"E02000886",6,3,1,0
"E02000886",6,3,2,13
"E02000886",6,3,3,42
"E02000886",6,3,4,68
"E02000886",6,3,5,40
"E02000886",6,3,6,14
"E02000886",6,4,1,0
"E02000886",6,4,2,2
"E02000886",6,4,3,12
"E02000886",6,4,4,54
"E02000886",6,4,5,38
"E02000886",6,4,6,43
"E02000887",2,1,1,0
"E02000887",2,1,2,6
"E02000887",2,1,3,16
"E02000887",2,1,4,18
"E02000887",2,1,5,33
"E02000887",2,1,6,8
"E02000887",2,2,1,0
"E02000887",2,2,2,2
"E02000887",2,2,3,12
"E02000887",2,2,4,11
"E02000887",2,2,5,32
"E02000887",2,2,6,13
"E02000887",2,3,1,0
"E02000887",2,3,2,0
"E02000887",2,3,3,0
"E02000887",2,3,4,10
"E02000887",2,3,5,14
"E02000887",2,3,6,10
"E02000887",2,4,1,0
"E02000887",2,4,2,0
"E02000887",2,4,3,1
"E02000887",2,4,4,3
"E02000887",2,4,5,13
"E02000887",2,4,6,11
"E02000887",3,1,1,4
"E02000887",3,1,2,23
"E02000887",3,1,3,57
"E02000887",3,1,4,39
"E02000887",3,1,5,29
"E02000887",3,1,6,7
"E02000887",3,2,1,2
"E02000887",3,2,2,14
"E02000887",3,2,3,37
"E02000887",3,2,4,48
"E02000887",3,2,5,41
"E02000887",3,2,6,4
"E02000887",3,3,1,0
"E02000887",3,3,2,4
"E02000887",3,3,3,15
"E02000887",3,3,4,12
"E02000887",3,3,5,20
"E02000887",3,3,6,5
"E02000887",3,4,1,0
"E02000887",3,4,2,4
"E02000887",3,4,3,7
"E02000887",3,4,4,28
"E02000887",3,4,5,47
"E02000887",3,4,6,29
"E02000887",5,1,1,25
"E02000887",5,1,2,65
"E02000887",5,1,3,211
"E02000887",5,1,4,135
"E02000887",5,1,5,50
"E02000887",5,1,6,14
"E02000887",5,2,1,9
"E02000887",5,2,2,32
"E02000887",5,2,3,104
"E02000887",5,2,4,146
"E02000887",5,2,5,53
"E02000887",5,2,6,21
"E02000887",5,3,1,3
"E02000887",5,3,2,14
"E02000887",5,3,3,50
"E02000887",5,3,4,109
"E02000887",5,3,5,52
"E02000887",5,3,6,18
"E02000887",5,4,1,0
"E02000887",5,4,2,15
"E02000887",5,4,3,40
"E02000887",5,4,4,203
"E02000887",5,4,5,187
"E02000887",5,4,6,77
"E02000887",6,1,1,14
"E02000887",6,1,2,53
"E02000887",6,1,3,70
"E02000887",6,1,4,41
"E02000887",6,1,5,21
"E02000887",6,1,6,9
"E02000887",6,2,1,9
"E02000887",6,2,2,39
"E02000887",6,2,3,98
"E02000887",6,2,4,91
"E02000887",6,2,5,19
"E02000887",6,2,6,9
"E02000887",6,3,1,2
"E02000887",6,3,2,4
"E02000887",6,3,3,32
"E02000887",6,3,4,54
"E02000887",6,3,5,34
"E02000887",6,3,6,9
"E02000887",6,4,1,0
"E02000887",6,4,2,5
"E02000887",6,4,3,23
"E02000887",6,4,4,82
"E02000887",6,4,5,80
"E02000887",6,4,6,45
"E02000888",2,1,1,1
"E02000888",2,1,2,13
"E02000888",2,1,3,31
"E02000888",2,1,4,65
"E02000888",2,1,5,17
"E02000888",2,1,6,8
"E02000888",2,2,1,0
"E02000888",2,2,2,2
"E02000888",2,2,3,18
"E02000888",2,2,4,35
"E02000888",2,2,5,17
"E02000888",2,2,6,13
"E02000888",2,3,1,0
"E02000888",2,3,2,0
"E02000888",2,3,3,1
"E02000888",2,3,4,6
"E02000888",2,3,5,11
"E02000888",2,3,6,5
"E02000888",2,4,1,0
"E02000888",2,4,2,0
"E02000888",2,4,3,0
"E02000888",2,4,4,11
"E02000888",2,4,5,18
"E02000888",2,4,6,8
"E02000888",3,1,1,2
"E02000888",3,1,2,67
"E02000888",3,1,3,92
"E02000888",3,1,4,93
"E02000888",3,1,5,30
"E02000888",3,1,6,10
"E02000888",3,2,1,1
"E02000888",3,2,2,24
"E02000888",3,2,3,90
"E02000888",3,2,4,92
"E02000888",3,2,5,28
"E02000888",3,2,6,14
"E02000888",3,3,1,0
"E02000888",3,3,2,6
"E02000888",3,3,3,17
"E02000888",3,3,4,32
"E02000888",3,3,5,21
"E02000888",3,3,6,11
"E02000888",3,4,1,1
"E02000888",3,4,2,1
"E02000888",3,4,3,13
"E02000888",3,4,4,43
"E02000888",3,4,5,45
"E02000888",3,4,6,33
"E02000888",5,1,1,21
"E02000888",5,1,2,77
"E02000888",5,1,3,170
"E02000888",5,1,4,61
"E02000888",5,1,5,17
"E02000888",5,1,6,8
"E02000888",5,2,1,2
"E02000888",5,2,2,21
"E02000888",5,2,3,74
"E02000888",5,2,4,68
"E02000888",5,2,5,16
"E02000888",5,2,6,4
"E02000888",5,3,1,3
"E02000888",5,3,2,19
"E02000888",5,3,3,39
"E02000888",5,3,4,53
"E02000888",5,3,5,9
"E02000888",5,3,6,7
"E02000888",5,4,1,0
"E02000888",5,4,2,17
"E02000888",5,4,3,57
"E02000888",5,4,4,138
"E02000888",5,4,5,104
"E02000888",5,4,6,77
"E02000888",6,1,1,9
"E02000888",6,1,2,119
"E02000888",6,1,3,133
"E02000888",6,1,4,72
"E02000888",6,1,5,13
"E02000888",6,1,6,11
"E02000888",6,2,1,6
"E02000888",6,2,2,95
"E02000888",6,2,3,203
"E02000888",6,2,4,163
"E02000888",6,2,5,28
"E02000888",6,2,6,4
"E02000888",6,3,1,1
"E02000888",6,3,2,12
"E02000888",6,3,3,33
"E02000888",6,3,4,66
"E02000888",6,3,5,42
"E02000888",6,3,6,20
"E02000888",6,4,1,2
"E02000888",6,4,2,6
"E02000888",6,4,3,29
"E02000888",6,4,4,52
"E02000888",6,4,5,47
"E02000888",6,4,6,32
"E02000889",2,1,1,3
"E02000889",2,1,2,27
"E02000889",2,1,3,50
"E02000889",2,1,4,59
"E02000889",2,1,5,26
"E02000889",2,1,6,20
"E02000889",2,2,1,1
"E02000889",2,2,2,2
"E02000889",2,2,3,25
"E02000889",2,2,4,37
"E02000889",2,2,5,31
"E02000889",2,2,6,19
"E02000889",2,3,1,0
"E02000889",2,3,2,0
"E02000889",2,3,3,4
"E02000889",2,3,4,9
"E02000889",2,3,5,13
"E02000889",2,3,6,10
"E02000889",2,4,1,0
"E02000889",2,4,2,1
"E02000889",2,4,3,3
"E02000889",2,4,4,4
"E02000889",2,4,5,8
"E02000889",2,4,6,12
"E02000889",3,1,1,7
"E02000889",3,1,2,28
"E02000889",3,1,3,90
"E02000889",3,1,4,90
"E02000889",3,1,5,29
"E02000889",3,1,6,7
"E02000889",3,2,1,0
"E02000889",3,2,2,8
"E02000889",3,2,3,70
"E02000889",3,2,4,98
"E02000889",3,2,5,32
"E02000889",3,2,6,25
"E02000889",3,3,1,0
"E02000889",3,3,2,3
"E02000889",3,3,3,8
"E02000889",3,3,4,38
"E02000889",3,3,5,37
"E02000889",3,3,6,15
"E02000889",3,4,1,1
"E02000889",3,4,2,0
"E02000889",3,4,3,4
"E02000889",3,4,4,15
"E02000889",3,4,5,28
"E02000889",3,4,6,19
"E02000889",5,1,1,17
"E02000889",5,1,2,63
"E02000889",5,1,3,164
"E02000889",5,1,4,71
"E02000889",5,1,5,15
"E02000889",5,1,6,8
"E02000889",5,2,1,2
"E02000889",5,2,2,13
"E02000889",5,2,3,47
"E02000889",5,2,4,57
"E02000889",5,2,5,26
"E02000889",5,2,6,8
"E02000889",5,3,1,2
"E02000889",5,3,2,4
"E02000889",5,3,3,18
"E02000889",5,3,4,44
"E02000889",5,3,5,25
"E02000889",5,3,6,3
"E02000889",5,4,1,2
"E02000889",5,4,2,6
"E02000889",5,4,3,20
"E02000889",5,4,4,119
"E02000889",5,4,5,82
"E02000889",5,4,6,37
"E02000889",6,1,1,38
"E02000889",6,1,2,79
"E02000889",6,1,3,116
"E02000889",6,1,4,82
"E02000889",6,1,5,13
"E02000889",6,1,6,10
"E02000889",6,2,1,9
"E02000889",6,2,2,66
"E02000889",6,2,3,111
"E02000889",6,2,4,135
"E02000889",6,2,5,35
"E02000889",6,2,6,15
"E02000889",6,3,1,2
"E02000889",6,3,2,10
"E02000889",6,3,3,18
"E02000889",6,3,4,67
"E02000889",6,3,5,42
"E02000889",6,3,6,12
"E02000889",6,4,1,0
"E02000889",6,4,2,3
"E02000889",6,4,3,6
"E02000889",6,4,4,40
"E02000889",6,4,5,50
"E02000889",6,4,6,51
"E02000890",2,1,1,15
"E02000890",2,1,2,47
"E02000890",2,1,3,117
"E02000890",2,1,4,109
"E02000890",2,1,5,41
"E02000890",2,1,6,36
"E02000890",2,2,1,2
"E02000890",2,2,2,13
"E02000890",2,2,3,39
"E02000890",2,2,4,73
"E02000890",2,2,5,31
"E02000890",2,2,6,23
"E02000890",2,3,1,0
"E02000890",2,3,2,1
"E02000890",2,3,3,5
"E02000890",2,3,4,22
"E02000890",2,3,5,12
"E02000890",2,3,6,1
"E02000890",2,4,1,0
"E02000890",2,4,2,0
"E02000890",2,4,3,2
"E02000890",2,4,4,7
"E02000890",2,4,5,8
"E02000890",2,4,6,11
"E02000890",3,1,1,10
"E02000890",3,1,2,57
"E02000890",3,1,3,120
"E02000890",3,1,4,138
"E02000890",3,1,5,28
"E02000890",3,1,6,12
"E02000890",3,2,1,5
"E02000890",3,2,2,21
"E02000890",3,2,3,99
"E02000890",3,2,4,136
"E02000890",3,2,5,52
"E02000890",3,2,6,19
"E02000890",3,3,1,0
"E02000890",3,3,2,0
"E02000890",3,3,3,18
"E02000890",3,3,4,45
"E02000890",3,3,5,18
"E02000890",3,3,6,12
"E02000890",3,4,1,0
"E02000890",3,4,2,1
"E02000890",3,4,3,7
"E02000890",3,4,4,20
"E02000890",3,4,5,21
"E02000890",3,4,6,16
"E02000890",5,1,1,8
"E02000890",5,1,2,24
"E02000890",5,1,3,75
"E02000890",5,1,4,45
"E02000890",5,1,5,14
"E02000890",5,1,6,4
"E02000890",5,2,1,1
"E02000890",5,2,2,4
"E02000890",5,2,3,21
"E02000890",5,2,4,29
"E02000890",5,2,5,21
"E02000890",5,2,6,4
"E02000890",5,3,1,0
"E02000890",5,3,2,1
"E02000890",5,3,3,3
"E02000890",5,3,4,17
"E02000890",5,3,5,5
"E02000890",5,3,6,2
"E02000890",5,4,1,0
"E02000890",5,4,2,0
"E02000890",5,4,3,4
"E02000890",5,4,4,24
"E02000890",5,4,5,29
"E02000890",5,4,6,24
"E02000890",6,1,1,31
"E02000890",6,1,2,117
"E02000890",6,1,3,212
"E02000890",6,1,4,131
"E02000890",6,1,5,18
"E02000890",6,1,6,10
"E02000890",6,2,1,14
"E02000890",6,2,2,74
"E02000890",6,2,3,199
"E02000890",6,2,4,184
"E02000890",6,2,5,25
"E02000890",6,2,6,12
"E02000890",6,3,1,0
"E02000890",6,3,2,10
"E02000890",6,3,3,30
"E02000890",6,3,4,65
"E02000890",6,3,5,39
"E02000890",6,3,6,6
"E02000890",6,4,1,1
"E02000890",6,4,2,0
"E02000890",6,4,3,8
"E02000890",6,4,4,27
"E02000890",6,4,5,34
"E02000890",6,4,6,17
"E02000891",2,1,1,19
"E02000891",2,1,2,20
"E02000891",2,1,3,62
"E02000891",2,1,4,98
"E02000891",2,1,5,24
"E02000891",2,1,6,19
"E02000891",2,2,1,0
"E02000891",2,2,2,12
"E02000891",2,2,3,23
"E02000891",2,2,4,48
"E02000891",2,2,5,27
"E02000891",2,2,6,22
"E02000891",2,3,1,0
"E02000891",2,3,2,3
"E02000891",2,3,3,2
"E02000891",2,3,4,20
"E02000891",2,3,5,8
"E02000891",2,3,6,7
"E02000891",2,4,1,0
"E02000891",2,4,2,2
"E02000891",2,4,3,3
"E02000891",2,4,4,9
"E02000891",2,4,5,8
"E02000891",2,4,6,16
"E02000891",3,1,1,10
"E02000891",3,1,2,63
"E02000891",3,1,3,130
"E02000891",3,1,4,143
"E02000891",3,1,5,34
"E02000891",3,1,6,10
"E02000891",3,2,1,7
"E02000891",3,2,2,39
"E02000891",3,2,3,140
"E02000891",3,2,4,195
"E02000891",3,2,5,51
"E02000891",3,2,6,24
"E02000891",3,3,1,1
"E02000891",3,3,2,4
"E02000891",3,3,3,35
"E02000891",3,3,4,74
"E02000891",3,3,5,24
"E02000891",3,3,6,17
"E02000891",3,4,1,0
"E02000891",3,4,2,0
"E02000891",3,4,3,14
"E02000891",3,4,4,34
"E02000891",3,4,5,27
"E02000891",3,4,6,26
"E02000891",5,1,1,14
"E02000891",5,1,2,84
"E02000891",5,1,3,166
"E02000891",5,1,4,100
"E02000891",5,1,5,27
"E02000891",5,1,6,8
"E02000891",5,2,1,6
"E02000891",5,2,2,44
"E02000891",5,2,3,94
"E02000891",5,2,4,131
"E02000891",5,2,5,35
"E02000891",5,2,6,18
"E02000891",5,3,1,0
"E02000891",5,3,2,7
"E02000891",5,3,3,45
"E02000891",5,3,4,78
"E02000891",5,3,5,42
"E02000891",5,3,6,20
"E02000891",5,4,1,1
"E02000891",5,4,2,19
"E02000891",5,4,3,43
"E02000891",5,4,4,145
"E02000891",5,4,5,170
"E02000891",5,4,6,100
"E02000891",6,1,1,126
"E02000891",6,1,2,230
"E02000891",6,1,3,358
"E02000891",6,1,4,249
"E02000891",6,1,5,19
"E02000891",6,1,6,17
"E02000891",6,2,1,43
"E02000891",6,2,2,208
"E02000891",6,2,3,417
"E02000891",6,2,4,430
"E02000891",6,2,5,68
"E02000891",6,2,6,25
"E02000891",6,3,1,2
"E02000891",6,3,2,23
"E02000891",6,3,3,93
"E02000891",6,3,4,150
"E02000891",6,3,5,61
"E02000891",6,3,6,24
"E02000891",6,4,1,4
"E02000891",6,4,2,15
"E02000891",6,4,3,25
"E02000891",6,4,4,94
"E02000891",6,4,5,55
"E02000891",6,4,6,55
"E02000893",2,1,1,0
"E02000893",2,1,2,4
"E02000893",2,1,3,39
"E02000893",2,1,4,40
"E02000893",2,1,5,38
"E02000893",2,1,6,15
"E02000893",2,2,1,0
"E02000893",2,2,2,7
"E02000893",2,2,3,8
"E02000893",2,2,4,31
"E02000893",2,2,5,30
"E02000893",2,2,6,22
"E02000893",2,3,1,0
"E02000893",2,3,2,1
"E02000893",2,3,3,1
"E02000893",2,3,4,16
"E02000893",2,3,5,15
"E02000893",2,3,6,7
"E02000893",2,4,1,0
"E02000893",2,4,2,0
"E02000893",2,4,3,0
"E02000893",2,4,4,8
"E02000893",2,4,5,11
"E02000893",2,4,6,14
"E02000893",3,1,1,1
"E02000893",3,1,2,15
"E02000893",3,1,3,41
"E02000893",3,1,4,100
"E02000893",3,1,5,30
"E02000893",3,1,6,21
"E02000893",3,2,1,1
"E02000893",3,2,2,11
"E02000893",3,2,3,43
"E02000893",3,2,4,83
"E02000893",3,2,5,36
"E02000893",3,2,6,26
"E02000893",3,3,1,0
"E02000893",3,3,2,3
"E02000893",3,3,3,12
"E02000893",3,3,4,41
"E02000893",3,3,5,31
"E02000893",3,3,6,20
"E02000893",3,4,1,0
"E02000893",3,4,2,1
"E02000893",3,4,3,3
"E02000893",3,4,4,30
"E02000893",3,4,5,31
"E02000893",3,4,6,38
"E02000893",5,1,1,22
"E02000893",5,1,2,40
"E02000893",5,1,3,240
"E02000893",5,1,4,93
"E02000893",5,1,5,36
"E02000893",5,1,6,12
"E02000893",5,2,1,3
"E02000893",5,2,2,11
"E02000893",5,2,3,61
"E02000893",5,2,4,102
"E02000893",5,2,5,44
"E02000893",5,2,6,17
"E02000893",5,3,1,0
"E02000893",5,3,2,2
"E02000893",5,3,3,16
"E02000893",5,3,4,84
"E02000893",5,3,5,40
"E02000893",5,3,6,9
"E02000893",5,4,1,0
"E02000893",5,4,2,7
"E02000893",5,4,3,21
"E02000893",5,4,4,92
"E02000893",5,4,5,84
"E02000893",5,4,6,45
"E02000893",6,1,1,6
"E02000893",6,1,2,33
"E02000893",6,1,3,83
"E02000893",6,1,4,71
"E02000893",6,1,5,22
"E02000893",6,1,6,3
"E02000893",6,2,1,3
"E02000893",6,2,2,43
"E02000893",6,2,3,104
"E02000893",6,2,4,145
"E02000893",6,2,5,30
"E02000893",6,2,6,21
"E02000893",6,3,1,1
"E02000893",6,3,2,9
"E02000893",6,3,3,24
"E02000893",6,3,4,79
"E02000893",6,3,5,40
"E02000893",6,3,6,21
"E02000893",6,4,1,1
"E02000893",6,4,2,5
"E02000893",6,4,3,16
"E02000893",6,4,4,53
"E02000893",6,4,5,51
"E02000893",6,4,6,42
"E02000894",2,1,1,0
"E02000894",2,1,2,16
"E02000894",2,1,3,67
"E02000894",2,1,4,76
"E02000894",2,1,5,51
"E02000894",2,1,6,19
"E02000894",2,2,1,0
"E02000894",2,2,2,4
"E02000894",2,2,3,13
"E02000894",2,2,4,45
"E02000894",2,2,5,33
"E02000894",2,2,6,27
"E02000894",2,3,1,0
"E02000894",2,3,2,2
"E02000894",2,3,3,5
"E02000894",2,3,4,19
"E02000894",2,3,5,23
"E02000894",2,3,6,8
"E02000894",2,4,1,0
"E02000894",2,4,2,0
"E02000894",2,4,3,6
"E02000894",2,4,4,10
"E02000894",2,4,5,9
"E02000894",2,4,6,13
"E02000894",3,1,1,5
"E02000894",3,1,2,36
"E02000894",3,1,3,128
"E02000894",3,1,4,157
"E02000894",3,1,5,55
"E02000894",3,1,6,25
"E02000894",3,2,1,2
"E02000894",3,2,2,21
"E02000894",3,2,3,113
"E02000894",3,2,4,155
"E02000894",3,2,5,80
"E02000894",3,2,6,43
"E02000894",3,3,1,0
"E02000894",3,3,2,4
"E02000894",3,3,3,31
"E02000894",3,3,4,47
"E02000894",3,3,5,38
"E02000894",3,3,6,18
"E02000894",3,4,1,0
"E02000894",3,4,2,1
"E02000894",3,4,3,7
"E02000894",3,4,4,32
"E02000894",3,4,5,51
"E02000894",3,4,6,49
"E02000894",5,1,1,7
"E02000894",5,1,2,44
"E02000894",5,1,3,84
"E02000894",5,1,4,59
"E02000894",5,1,5,19
"E02000894",5,1,6,6
"E02000894",5,2,1,0
"E02000894",5,2,2,13
"E02000894",5,2,3,38
"E02000894",5,2,4,72
"E02000894",5,2,5,31
"E02000894",5,2,6,14
"E02000894",5,3,1,0
"E02000894",5,3,2,3
"E02000894",5,3,3,17
"E02000894",5,3,4,56
"E02000894",5,3,5,24
"E02000894",5,3,6,13
"E02000894",5,4,1,2
"E02000894",5,4,2,7
"E02000894",5,4,3,14
"E02000894",5,4,4,73
"E02000894",5,4,5,87
"E02000894",5,4,6,74
"E02000894",6,1,1,29
"E02000894",6,1,2,136
"E02000894",6,1,3,310
"E02000894",6,1,4,166
"E02000894",6,1,5,33
"E02000894",6,1,6,18
"E02000894",6,2,1,10
"E02000894",6,2,2,123
"E02000894",6,2,3,356
"E02000894",6,2,4,341
"E02000894",6,2,5,62
"E02000894",6,2,6,26
"E02000894",6,3,1,4
"E02000894",6,3,2,13
"E02000894",6,3,3,74
"E02000894",6,3,4,118
"E02000894",6,3,5,55
"E02000894",6,3,6,31
"E02000894",6,4,1,0
"E02000894",6,4,2,8
"E02000894",6,4,3,30
"E02000894",6,4,4,67
"E02000894",6,4,5,84
"E02000894",6,4,6,115
"E02006853",2,1,1,9
"E02006853",2,1,2,31
"E02006853",2,1,3,35
"E02006853",2,1,4,22
"E02006853",2,1,5,13
"E02006853",2,1,6,4
"E02006853",2,2,1,2
"E02006853",2,2,2,8
"E02006853",2,2,3,24
"E02006853",2,2,4,16
"E02006853",2,2,5,14
"E02006853",2,2,6,10
"E02006853",2,3,1,0
"E02006853",2,3,2,2
"E02006853",2,3,3,3
"E02006853",2,3,4,5
"E02006853",2,3,5,4
"E02006853",2,3,6,3
"E02006853",2,4,1,0
"E02006853",2,4,2,0
"E02006853",2,4,3,10
"E02006853",2,4,4,1
"E02006853",2,4,5,10
"E02006853",2,4,6,5
"E02006853",3,1,1,17
"E02006853",3,1,2,67
"E02006853",3,1,3,91
"E02006853",3,1,4,48
"E02006853",3,1,5,16
"E02006853",3,1,6,5
"E02006853",3,2,1,3
"E02006853",3,2,2,41
"E02006853",3,2,3,91
"E02006853",3,2,4,61
"E02006853",3,2,5,22
"E02006853",3,2,6,8
"E02006853",3,3,1,0
"E02006853",3,3,2,3
"E02006853",3,3,3,17
"E02006853",3,3,4,20
"E02006853",3,3,5,13
"E02006853",3,3,6,5
"E02006853",3,4,1,0
"E02006853",3,4,2,1
"E02006853",3,4,3,3
"E02006853",3,4,4,13
"E02006853",3,4,5,19
"E02006853",3,4,6,14
"E02006853",5,1,1,10
"E02006853",5,1,2,83
"E02006853",5,1,3,180
"E02006853",5,1,4,60
"E02006853",5,1,5,29
"E02006853",5,1,6,8
"E02006853",5,2,1,6
"E02006853",5,2,2,32
"E02006853",5,2,3,89
"E02006853",5,2,4,68
"E02006853",5,2,5,36
"E02006853",5,2,6,24
"E02006853",5,3,1,1
"E02006853",5,3,2,9
"E02006853",5,3,3,22
"E02006853",5,3,4,48
"E02006853",5,3,5,38
"E02006853",5,3,6,15
"E02006853",5,4,1,4
"E02006853",5,4,2,11
"E02006853",5,4,3,46
"E02006853",5,4,4,79
"E02006853",5,4,5,79
"E02006853",5,4,6,73
"E02006853",6,1,1,103
"E02006853",6,1,2,214
"E02006853",6,1,3,228
"E02006853",6,1,4,59
"E02006853",6,1,5,24
"E02006853",6,1,6,7
"E02006853",6,2,1,40
"E02006853",6,2,2,144
"E02006853",6,2,3,243
"E02006853",6,2,4,114
"E02006853",6,2,5,29
"E02006853",6,2,6,13
"E02006853",6,3,1,0
"E02006853",6,3,2,11
"E02006853",6,3,3,44
"E02006853",6,3,4,34
"E02006853",6,3,5,35
"E02006853",6,3,6,8
"E02006853",6,4,1,0
"E02006853",6,4,2,6
"E02006853",6,4,3,19
"E02006853",6,4,4,22
"E02006853",6,4,5,34
"E02006853",6,4,6,30
"E02006854",2,1,1,4
"E02006854",2,1,2,35
"E02006854",2,1,3,47
"E02006854",2,1,4,49
"E02006854",2,1,5,16
"E02006854",2,1,6,4
"E02006854",2,2,1,1
"E02006854",2,2,2,9
"E02006854",2,2,3,21
"E02006854",2,2,4,51
