"MSOA","Type","CentHeat","Tenure","Count"
"E02000875",3,FALSE,3,0
"E02000875",3,FALSE,5,0
"E02000875",3,FALSE,6,1
"E02000875",3,TRUE,2,3
"E02000875",3,TRUE,3,14
"E02000875",3,TRUE,5,57
"E02000875",3,TRUE,6,19
"E02000875",4,FALSE,2,1
"E02000875",4,FALSE,3,0
"E02000875",4,FALSE,5,1
"E02000875",4,FALSE,6,1
"E02000875",4,TRUE,2,28
"E02000875",4,TRUE,3,43
"E02000875",4,TRUE,5,107
"E02000875",4,TRUE,6,62
"E02000875",5,FALSE,2,8
"E02000875",5,FALSE,3,12
"E02000875",5,FALSE,5,23
"E02000875",5,FALSE,6,17
"E02000875",5,TRUE,2,120
"E02000875",5,TRUE,3,375
"E02000875",5,TRUE,5,1649
"E02000875",5,TRUE,6,864
"E02000876",2,FALSE,2,0
"E02000876",2,FALSE,3,0
"E02000876",2,FALSE,5,0
"E02000876",2,FALSE,6,1
"E02000876",2,TRUE,2,2
"E02000876",2,TRUE,3,2
"E02000876",2,TRUE,5,17
"E02000876",2,TRUE,6,6
"E02000876",3,FALSE,2,0
"E02000876",3,FALSE,3,0
"E02000876",3,FALSE,5,0
"E02000876",3,FALSE,6,0
"E02000876",3,TRUE,2,5
"E02000876",3,TRUE,3,5
"E02000876",3,TRUE,5,34
"E02000876",3,TRUE,6,13
"E02000876",4,FALSE,2,5
"E02000876",4,FALSE,3,1
"E02000876",4,FALSE,5,0
"E02000876",4,FALSE,6,2
"E02000876",4,TRUE,2,34
"E02000876",4,TRUE,3,53
"E02000876",4,TRUE,5,82
"E02000876",4,TRUE,6,63
"E02000876",5,FALSE,2,22
"E02000876",5,FALSE,3,20
"E02000876",5,FALSE,5,11
"E02000876",5,FALSE,6,72
"E02000876",5,TRUE,2,151
"E02000876",5,TRUE,3,380
"E02000876",5,TRUE,5,885
"E02000876",5,TRUE,6,884
"E02000877",2,FALSE,2,0
"E02000877",2,FALSE,3,0
"E02000877",2,FALSE,5,0
"E02000877",2,FALSE,6,0
"E02000877",2,TRUE,2,0
"E02000877",2,TRUE,3,2
"E02000877",2,TRUE,5,18
"E02000877",2,TRUE,6,17
"E02000877",3,FALSE,2,0
"E02000877",3,FALSE,3,0
"E02000877",3,FALSE,5,0
"E02000877",3,FALSE,6,1
"E02000877",3,TRUE,2,8
"E02000877",3,TRUE,3,6
"E02000877",3,TRUE,5,28
"E02000877",3,TRUE,6,21
"E02000877",4,FALSE,2,6
"E02000877",4,FALSE,3,1
"E02000877",4,FALSE,5,0
"E02000877",4,FALSE,6,0
"E02000877",4,TRUE,2,48
"E02000877",4,TRUE,3,95
"E02000877",4,TRUE,5,88
"E02000877",4,TRUE,6,126
"E02000877",5,FALSE,2,7
"E02000877",5,FALSE,3,5
"E02000877",5,FALSE,5,9
"E02000877",5,FALSE,6,9
"E02000877",5,TRUE,2,124
"E02000877",5,TRUE,3,338
"E02000877",5,TRUE,5,1606
"E02000877",5,TRUE,6,689
"E02000878",2,FALSE,2,0
"E02000878",2,FALSE,3,2
"E02000878",2,FALSE,5,0
"E02000878",2,FALSE,6,0
"E02000878",2,TRUE,2,2
"E02000878",2,TRUE,3,4
"E02000878",2,TRUE,5,18
"E02000878",2,TRUE,6,12
"E02000878",3,FALSE,2,2
"E02000878",3,FALSE,3,0
"E02000878",3,FALSE,5,0
"E02000878",3,FALSE,6,1
"E02000878",3,TRUE,2,9
"E02000878",3,TRUE,3,21
"E02000878",3,TRUE,5,37
"E02000878",3,TRUE,6,29
"E02000878",4,FALSE,2,3
"E02000878",4,FALSE,3,1
"E02000878",4,FALSE,5,0
"E02000878",4,FALSE,6,1
"E02000878",4,TRUE,2,84
"E02000878",4,TRUE,3,91
"E02000878",4,TRUE,5,107
"E02000878",4,TRUE,6,85
"E02000878",5,FALSE,2,10
"E02000878",5,FALSE,3,18
"E02000878",5,FALSE,5,18
"E02000878",5,FALSE,6,80
"E02000878",5,TRUE,2,267
"E02000878",5,TRUE,3,538
"E02000878",5,TRUE,5,1064
"E02000878",5,TRUE,6,1396
"E02000879",2,FALSE,2,0
"E02000879",2,FALSE,3,0
"E02000879",2,FALSE,5,1
"E02000879",2,FALSE,6,0
"E02000879",2,TRUE,2,5
"E02000879",2,TRUE,3,2
"E02000879",2,TRUE,5,20
"E02000879",2,TRUE,6,6
"E02000879",3,FALSE,2,0
"E02000879",3,FALSE,3,1
"E02000879",3,FALSE,5,0
"E02000879",3,FALSE,6,1
"E02000879",3,TRUE,2,14
"E02000879",3,TRUE,3,14
"E02000879",3,TRUE,5,28
"E02000879",3,TRUE,6,9
"E02000879",4,FALSE,2,2
"E02000879",4,FALSE,3,1
"E02000879",4,FALSE,5,0
"E02000879",4,FALSE,6,2
"E02000879",4,TRUE,2,86
"E02000879",4,TRUE,3,86
"E02000879",4,TRUE,5,104
"E02000879",4,TRUE,6,82
"E02000879",5,FALSE,2,12
"E02000879",5,FALSE,3,16
"E02000879",5,FALSE,5,17
"E02000879",5,FALSE,6,21
"E02000879",5,TRUE,2,159
"E02000879",5,TRUE,3,339
"E02000879",5,TRUE,5,1144
"E02000879",5,TRUE,6,683
"E02000880",2,FALSE,2,0
"E02000880",2,FALSE,3,1
"E02000880",2,FALSE,5,0
"E02000880",2,FALSE,6,0
"E02000880",2,TRUE,2,0
"E02000880",2,TRUE,3,3
"E02000880",2,TRUE,5,12
"E02000880",2,TRUE,6,5
"E02000880",3,FALSE,2,0
"E02000880",3,FALSE,3,1
"E02000880",3,FALSE,5,0
"E02000880",3,FALSE,6,0
"E02000880",3,TRUE,2,9
"E02000880",3,TRUE,3,9
"E02000880",3,TRUE,5,18
"E02000880",3,TRUE,6,9
"E02000880",4,FALSE,2,0
"E02000880",4,FALSE,3,1
"E02000880",4,FALSE,5,0
"E02000880",4,FALSE,6,0
"E02000880",4,TRUE,2,33
"E02000880",4,TRUE,3,47
"E02000880",4,TRUE,5,56
"E02000880",4,TRUE,6,58
"E02000880",5,FALSE,2,3
"E02000880",5,FALSE,3,5
"E02000880",5,FALSE,5,15
"E02000880",5,FALSE,6,22
"E02000880",5,TRUE,2,122
"E02000880",5,TRUE,3,303
"E02000880",5,TRUE,5,807
"E02000880",5,TRUE,6,551
"E02000881",2,FALSE,2,0
"E02000881",2,FALSE,3,0
"E02000881",2,FALSE,5,0
"E02000881",2,FALSE,6,0
"E02000881",2,TRUE,2,1
"E02000881",2,TRUE,3,4
"E02000881",2,TRUE,5,43
"E02000881",2,TRUE,6,23
"E02000881",3,FALSE,2,1
"E02000881",3,FALSE,3,0
"E02000881",3,FALSE,5,2
"E02000881",3,FALSE,6,1
"E02000881",3,TRUE,2,4
"E02000881",3,TRUE,3,2
"E02000881",3,TRUE,5,52
"E02000881",3,TRUE,6,22
"E02000881",4,FALSE,2,0
"E02000881",4,FALSE,3,0
"E02000881",4,FALSE,5,4
"E02000881",4,FALSE,6,1
"E02000881",4,TRUE,2,60
"E02000881",4,TRUE,3,82
"E02000881",4,TRUE,5,152
"E02000881",4,TRUE,6,64
"E02000881",5,FALSE,2,2
"E02000881",5,FALSE,3,10
"E02000881",5,FALSE,5,7
"E02000881",5,FALSE,6,10
"E02000881",5,TRUE,2,129
"E02000881",5,TRUE,3,329
"E02000881",5,TRUE,5,1031
"E02000881",5,TRUE,6,343
"E02000882",2,FALSE,2,0
"E02000882",2,FALSE,3,0
"E02000882",2,FALSE,5,0
"E02000882",2,FALSE,6,0
"E02000882",2,TRUE,2,4
"E02000882",2,TRUE,3,6
"E02000882",2,TRUE,5,83
"E02000882",2,TRUE,6,15
"E02000882",3,FALSE,2,0
"E02000882",3,FALSE,3,0
"E02000882",3,FALSE,5,1
"E02000882",3,FALSE,6,0
"E02000882",3,TRUE,2,8
"E02000882",3,TRUE,3,17
"E02000882",3,TRUE,5,118
"E02000882",3,TRUE,6,26
"E02000882",4,FALSE,2,4
"E02000882",4,FALSE,3,0
"E02000882",4,FALSE,5,1
"E02000882",4,FALSE,6,0
"E02000882",4,TRUE,2,56
"E02000882",4,TRUE,3,134
"E02000882",4,TRUE,5,419
"E02000882",4,TRUE,6,81
"E02000882",5,FALSE,2,0
"E02000882",5,FALSE,3,16
"E02000882",5,FALSE,5,15
"E02000882",5,FALSE,6,13
"E02000882",5,TRUE,2,68
"E02000882",5,TRUE,3,378
"E02000882",5,TRUE,5,1148
"E02000882",5,TRUE,6,273
"E02000883",2,FALSE,2,0
"E02000883",2,FALSE,3,0
"E02000883",2,FALSE,5,0
"E02000883",2,FALSE,6,0
"E02000883",2,TRUE,2,2
"E02000883",2,TRUE,3,1
"E02000883",2,TRUE,5,28
"E02000883",2,TRUE,6,20
"E02000883",3,FALSE,2,0
"E02000883",3,FALSE,3,1
"E02000883",3,FALSE,5,0
"E02000883",3,FALSE,6,1
"E02000883",3,TRUE,2,8
"E02000883",3,TRUE,3,7
"E02000883",3,TRUE,5,42
"E02000883",3,TRUE,6,18
"E02000883",4,FALSE,2,1
"E02000883",4,FALSE,3,2
"E02000883",4,FALSE,5,1
"E02000883",4,FALSE,6,1
"E02000883",4,TRUE,2,44
"E02000883",4,TRUE,3,41
"E02000883",4,TRUE,5,110
"E02000883",4,TRUE,6,41
"E02000883",5,FALSE,2,13
"E02000883",5,FALSE,3,10
"E02000883",5,FALSE,5,19
"E02000883",5,FALSE,6,23
"E02000883",5,TRUE,2,110
"E02000883",5,TRUE,3,259
"E02000883",5,TRUE,5,1531
"E02000883",5,TRUE,6,546
"E02000884",2,FALSE,2,0
"E02000884",2,FALSE,3,0
"E02000884",2,FALSE,5,0
"E02000884",2,FALSE,6,0
"E02000884",2,TRUE,2,1
"E02000884",2,TRUE,3,1
"E02000884",2,TRUE,5,13
"E02000884",2,TRUE,6,10
"E02000884",3,FALSE,2,0
"E02000884",3,FALSE,3,0
"E02000884",3,FALSE,5,1
"E02000884",3,FALSE,6,0
"E02000884",3,TRUE,2,8
"E02000884",3,TRUE,3,2
"E02000884",3,TRUE,5,51
"E02000884",3,TRUE,6,9
"E02000884",4,FALSE,2,0
"E02000884",4,FALSE,3,0
"E02000884",4,FALSE,5,0
"E02000884",4,FALSE,6,1
"E02000884",4,TRUE,2,24
"E02000884",4,TRUE,3,39
"E02000884",4,TRUE,5,89
"E02000884",4,TRUE,6,48
"E02000884",5,FALSE,2,7
"E02000884",5,FALSE,3,25
"E02000884",5,FALSE,5,9
"E02000884",5,FALSE,6,168
"E02000884",5,TRUE,2,214
"E02000884",5,TRUE,3,455
"E02000884",5,TRUE,5,835
"E02000884",5,TRUE,6,1697
"E02000885",2,FALSE,2,0
"E02000885",2,FALSE,3,0
"E02000885",2,FALSE,5,0
"E02000885",2,FALSE,6,0
"E02000885",2,TRUE,2,2
"E02000885",2,TRUE,3,1
"E02000885",2,TRUE,5,29
"E02000885",2,TRUE,6,6
"E02000885",3,FALSE,2,0
"E02000885",3,FALSE,3,0
"E02000885",3,FALSE,5,1
"E02000885",3,FALSE,6,0
"E02000885",3,TRUE,2,3
"E02000885",3,TRUE,3,7
"E02000885",3,TRUE,5,37
"E02000885",3,TRUE,6,16
"E02000885",4,FALSE,2,0
"E02000885",4,FALSE,3,0
"E02000885",4,FALSE,5,0
"E02000885",4,FALSE,6,0
"E02000885",4,TRUE,2,9
"E02000885",4,TRUE,3,21
"E02000885",4,TRUE,5,121
"E02000885",4,TRUE,6,19
"E02000885",5,FALSE,2,2
"E02000885",5,FALSE,3,11
"E02000885",5,FALSE,5,26
"E02000885",5,FALSE,6,29
"E02000885",5,TRUE,2,137
"E02000885",5,TRUE,3,326
"E02000885",5,TRUE,5,1207
"E02000885",5,TRUE,6,499
"E02000886",2,FALSE,2,0
"E02000886",2,FALSE,3,0
"E02000886",2,FALSE,5,0
"E02000886",2,FALSE,6,1
"E02000886",2,TRUE,2,2
"E02000886",2,TRUE,3,0
"E02000886",2,TRUE,5,4
"E02000886",2,TRUE,6,12
"E02000886",3,FALSE,2,0
"E02000886",3,FALSE,3,0
"E02000886",3,FALSE,5,0
"E02000886",3,FALSE,6,0
"E02000886",3,TRUE,2,0
"E02000886",3,TRUE,3,17
"E02000886",3,TRUE,5,5
"E02000886",3,TRUE,6,15
"E02000886",4,FALSE,2,1
"E02000886",4,FALSE,3,5
"E02000886",4,FALSE,5,0
"E02000886",4,FALSE,6,1
"E02000886",4,TRUE,2,57
"E02000886",4,TRUE,3,62
"E02000886",4,TRUE,5,23
"E02000886",4,TRUE,6,37
"E02000886",5,FALSE,2,14
"E02000886",5,FALSE,3,28
"E02000886",5,FALSE,5,7
"E02000886",5,FALSE,6,51
"E02000886",5,TRUE,2,282
"E02000886",5,TRUE,3,614
"E02000886",5,TRUE,5,945
"E02000886",5,TRUE,6,1002
"E02000887",2,FALSE,2,0
"E02000887",2,FALSE,3,0
"E02000887",2,FALSE,5,0
"E02000887",2,FALSE,6,0
"E02000887",2,TRUE,2,3
"E02000887",2,TRUE,3,9
"E02000887",2,TRUE,5,16
"E02000887",2,TRUE,6,19
"E02000887",3,FALSE,2,0
"E02000887",3,FALSE,3,0
"E02000887",3,FALSE,5,0
"E02000887",3,FALSE,6,1
"E02000887",3,TRUE,2,12
"E02000887",3,TRUE,3,7
"E02000887",3,TRUE,5,35
"E02000887",3,TRUE,6,22
"E02000887",4,FALSE,2,2
"E02000887",4,FALSE,3,0
"E02000887",4,FALSE,5,0
"E02000887",4,FALSE,6,1
"E02000887",4,TRUE,2,39
"E02000887",4,TRUE,3,65
"E02000887",4,TRUE,5,59
"E02000887",4,TRUE,6,48
"E02000887",5,FALSE,2,5
"E02000887",5,FALSE,3,1
"E02000887",5,FALSE,5,12
"E02000887",5,FALSE,6,9
"E02000887",5,TRUE,2,152
"E02000887",5,TRUE,3,394
"E02000887",5,TRUE,5,1511
"E02000887",5,TRUE,6,743
"E02000888",2,FALSE,2,0
"E02000888",2,FALSE,3,0
"E02000888",2,FALSE,5,0
"E02000888",2,FALSE,6,0
"E02000888",2,TRUE,2,9
"E02000888",2,TRUE,3,4
"E02000888",2,TRUE,5,12
"E02000888",2,TRUE,6,9
"E02000888",3,FALSE,2,0
"E02000888",3,FALSE,3,0
"E02000888",3,FALSE,5,0
"E02000888",3,FALSE,6,0
"E02000888",3,TRUE,2,4
"E02000888",3,TRUE,3,1
"E02000888",3,TRUE,5,30
"E02000888",3,TRUE,6,14
"E02000888",4,FALSE,2,0
"E02000888",4,FALSE,3,1
"E02000888",4,FALSE,5,0
"E02000888",4,FALSE,6,0
"E02000888",4,TRUE,2,33
"E02000888",4,TRUE,3,33
"E02000888",4,TRUE,5,43
"E02000888",4,TRUE,6,22
"E02000888",5,FALSE,2,7
"E02000888",5,FALSE,3,28
"E02000888",5,FALSE,5,11
"E02000888",5,FALSE,6,74
"E02000888",5,TRUE,2,227
"E02000888",5,TRUE,3,699
"E02000888",5,TRUE,5,966
"E02000888",5,TRUE,6,1079
"E02000889",2,FALSE,2,0
"E02000889",2,FALSE,3,0
"E02000889",2,FALSE,5,0
"E02000889",2,FALSE,6,0
"E02000889",2,TRUE,2,2
"E02000889",2,TRUE,3,6
"E02000889",2,TRUE,5,7
"E02000889",2,TRUE,6,14
"E02000889",3,FALSE,2,0
"E02000889",3,FALSE,3,0
"E02000889",3,FALSE,5,0
"E02000889",3,FALSE,6,1
"E02000889",3,TRUE,2,15
"E02000889",3,TRUE,3,7
"E02000889",3,TRUE,5,23
"E02000889",3,TRUE,6,34
"E02000889",4,FALSE,2,1
