"MSOA";"Sex";"Age";"Persons"
"E02000870";"M";18;36
"E02000870";"F";18;33
"E02000870";"M";19;32
"E02000870";"F";19;49
"E02000870";"M";20;48
"E02000870";"F";20;56
"E02000870";"M";21;60
"E02000870";"F";21;50
"E02000870";"M";22;69
"E02000870";"F";22;75
"E02000870";"M";23;67
"E02000870";"F";23;99
"E02000870";"M";24;115
"E02000870";"F";24;108
"E02000870";"M";25;88
"E02000870";"F";25;101
"E02000870";"M";26;112
"E02000870";"F";26;113
"E02000870";"M";27;90
"E02000870";"F";27;105
"E02000870";"M";28;90
"E02000870";"F";28;118
"E02000870";"M";29;83
"E02000870";"F";29;95
"E02000870";"M";30;90
"E02000870";"F";30;82
"E02000870";"M";31;87
"E02000870";"F";31;84
"E02000870";"M";32;61
"E02000870";"F";32;56
"E02000870";"M";33;52
"E02000870";"F";33;65
"E02000870";"M";34;73
"E02000870";"F";34;57
"E02000870";"M";35;53
"E02000870";"F";35;41
"E02000870";"M";36;59
"E02000870";"F";36;67
"E02000870";"M";37;58
"E02000870";"F";37;52
"E02000870";"M";38;50
"E02000870";"F";38;46
"E02000870";"M";39;44
"E02000870";"F";39;47
"E02000870";"M";40;55
"E02000870";"F";40;43
"E02000870";"M";41;43
"E02000870";"F";41;45
"E02000870";"M";42;41
"E02000870";"F";42;37
"E02000870";"M";43;51
"E02000870";"F";43;37
"E02000870";"M";44;40
"E02000870";"F";44;37
"E02000870";"M";45;34
"E02000870";"F";45;34
"E02000870";"M";46;40
"E02000870";"F";46;43
"E02000870";"M";47;31
"E02000870";"F";47;31
"E02000870";"M";48;30
"E02000870";"F";48;26
"E02000870";"M";49;45
"E02000870";"F";49;23
"E02000870";"M";50;32
"E02000870";"F";50;27
"E02000870";"M";51;30
"E02000870";"F";51;33
"E02000870";"M";52;23
"E02000870";"F";52;31
"E02000870";"M";53;19
"E02000870";"F";53;26
"E02000870";"M";54;26
"E02000870";"F";54;29
"E02000870";"M";55;23
"E02000870";"F";55;21
"E02000870";"M";56;23
"E02000870";"F";56;21
"E02000870";"M";57;16
"E02000870";"F";57;21
"E02000870";"M";58;18
"E02000870";"F";58;24
"E02000870";"M";59;18
"E02000870";"F";59;19
"E02000870";"M";60;17
"E02000870";"F";60;18
"E02000870";"M";61;15
"E02000870";"F";61;18
"E02000870";"M";62;16
"E02000870";"F";62;17
"E02000870";"M";63;18
"E02000870";"F";63;22
"E02000870";"M";64;17
"E02000870";"F";64;11
"E02000870";"M";65;8
"E02000870";"F";65;7
"E02000870";"M";66;15
"E02000870";"F";66;9
"E02000870";"M";67;8
"E02000870";"F";67;12
"E02000870";"M";68;16
"E02000870";"F";68;6
"E02000870";"M";69;14
"E02000870";"F";69;11
"E02000870";"M";70;10
"E02000870";"F";70;14
"E02000870";"M";71;11
"E02000870";"F";71;9
"E02000870";"M";72;10
"E02000870";"F";72;17
"E02000870";"M";73;19
"E02000870";"F";73;10
"E02000870";"M";74;14
"E02000870";"F";74;15
"E02000870";"M";75;10
"E02000870";"F";75;16
"E02000870";"M";76;6
"E02000870";"F";76;13
"E02000870";"M";77;9
"E02000870";"F";77;12
"E02000870";"M";78;8
"E02000870";"F";78;8
"E02000870";"M";79;9
"E02000870";"F";79;13
"E02000870";"M";80;9
"E02000870";"F";80;13
"E02000870";"M";81;6
"E02000870";"F";81;6
"E02000870";"M";82;12
"E02000870";"F";82;14
"E02000870";"M";83;13
"E02000870";"F";83;20
"E02000870";"M";84;10
"E02000870";"F";84;5
"E02000870";"M";85;26
"E02000870";"F";85;47
"E02000871";"M";0;93
"E02000871";"F";0;75
"E02000871";"M";1;85
"E02000871";"F";1;80
"E02000871";"M";2;80
"E02000871";"F";2;102
"E02000871";"M";3;65
"E02000871";"F";3;81
"E02000871";"M";4;79
"E02000871";"F";4;73
"E02000871";"M";5;79
"E02000871";"F";5;69
"E02000871";"M";6;63
"E02000871";"F";6;78
"E02000871";"M";7;75
"E02000871";"F";7;80
"E02000871";"M";8;63
"E02000871";"F";8;70
"E02000871";"M";9;52
"E02000871";"F";9;70
"E02000871";"M";10;90
"E02000871";"F";10;56
"E02000871";"M";11;60
"E02000871";"F";11;56
"E02000871";"M";12;76
"E02000871";"F";12;67
"E02000871";"M";13;47
"E02000871";"F";13;56
"E02000871";"M";14;47
"E02000871";"F";14;51
"E02000871";"M";15;61
"E02000871";"F";15;55
"E02000871";"M";16;54
"E02000871";"F";16;53
"E02000871";"M";17;63
"E02000871";"F";17;53
"E02000871";"M";18;51
"E02000871";"F";18;49
"E02000871";"M";19;68
"E02000871";"F";19;67
"E02000871";"M";20;96
"E02000871";"F";20;57
"E02000871";"M";21;84
"E02000871";"F";21;79
"E02000871";"M";22;76
"E02000871";"F";22;88
"E02000871";"M";23;119
"E02000871";"F";23;114
"E02000871";"M";24;114
"E02000871";"F";24;121
"E02000871";"M";25;110
"E02000871";"F";25;109
"E02000871";"M";26;114
"E02000871";"F";26;129
"E02000871";"M";27;115
"E02000871";"F";27;124
"E02000871";"M";28;113
"E02000871";"F";28;90
"E02000871";"M";29;115
"E02000871";"F";29;107
"E02000871";"M";30;110
"E02000871";"F";30;116
"E02000871";"M";31;92
"E02000871";"F";31;103
"E02000871";"M";32;108
"E02000871";"F";32;82
"E02000871";"M";33;81
"E02000871";"F";33;68
"E02000871";"M";34;101
"E02000871";"F";34;89
"E02000871";"M";35;78
"E02000871";"F";35;70
"E02000871";"M";36;89
"E02000871";"F";36;88
"E02000871";"M";37;62
"E02000871";"F";37;69
"E02000871";"M";38;71
"E02000871";"F";38;52
"E02000871";"M";39;70
"E02000871";"F";39;49
"E02000871";"M";40;57
"E02000871";"F";40;51
"E02000871";"M";41;60
"E02000871";"F";41;40
"E02000871";"M";42;63
"E02000871";"F";42;51
"E02000871";"M";43;72
"E02000871";"F";43;46
"E02000871";"M";44;55
"E02000871";"F";44;50
"E02000871";"M";45;45
"E02000871";"F";45;38
"E02000871";"M";46;37
"E02000871";"F";46;30
"E02000871";"M";47;46
"E02000871";"F";47;24
"E02000871";"M";48;58
"E02000871";"F";48;37
"E02000871";"M";49;35
"E02000871";"F";49;33
"E02000871";"M";50;37
"E02000871";"F";50;29
"E02000871";"M";51;31
"E02000871";"F";51;28
"E02000871";"M";52;33
"E02000871";"F";52;25
"E02000871";"M";53;33
"E02000871";"F";53;28
"E02000871";"M";54;33
"E02000871";"F";54;34
"E02000871";"M";55;25
"E02000871";"F";55;42
"E02000871";"M";56;25
"E02000871";"F";56;20
"E02000871";"M";57;24
"E02000871";"F";57;23
"E02000871";"M";58;23
"E02000871";"F";58;19
"E02000871";"M";59;11
"E02000871";"F";59;26
"E02000871";"M";60;11
"E02000871";"F";60;24
"E02000871";"M";61;13
"E02000871";"F";61;27
"E02000871";"M";62;17
"E02000871";"F";62;13
"E02000871";"M";63;17
"E02000871";"F";63;19
"E02000871";"M";64;12
"E02000871";"F";64;13
"E02000871";"M";65;11
"E02000871";"F";65;13
"E02000871";"M";66;11
"E02000871";"F";66;14
"E02000871";"M";67;9
"E02000871";"F";67;15
"E02000871";"M";68;8
"E02000871";"F";68;15
"E02000871";"M";69;11
"E02000871";"F";69;22
"E02000871";"M";70;10
"E02000871";"F";70;18
"E02000871";"M";71;19
"E02000871";"F";71;16
"E02000871";"M";72;14
"E02000871";"F";72;8
"E02000871";"M";73;14
"E02000871";"F";73;18
"E02000871";"M";74;17
"E02000871";"F";74;11
"E02000871";"M";75;23
"E02000871";"F";75;16
"E02000871";"M";76;6
"E02000871";"F";76;15
"E02000871";"M";77;12
"E02000871";"F";77;12
"E02000871";"M";78;16
"E02000871";"F";78;9
"E02000871";"M";79;11
"E02000871";"F";79;8
"E02000871";"M";80;7
"E02000871";"F";80;12
"E02000871";"M";81;8
"E02000871";"F";81;19
"E02000871";"M";82;4
"E02000871";"F";82;9
"E02000871";"M";83;3
"E02000871";"F";83;5
"E02000871";"M";84;6
"E02000871";"F";84;3
"E02000871";"M";85;17
"E02000871";"F";85;39
"E02000872";"M";0;48
"E02000872";"F";0;58
"E02000872";"M";1;48
"E02000872";"F";1;46
"E02000872";"M";2;40
"E02000872";"F";2;53
"E02000872";"M";3;34
"E02000872";"F";3;48
"E02000872";"M";4;41
"E02000872";"F";4;45
"E02000872";"M";5;43
"E02000872";"F";5;46
"E02000872";"M";6;40
"E02000872";"F";6;49
"E02000872";"M";7;43
"E02000872";"F";7;55
"E02000872";"M";8;39
"E02000872";"F";8;44
"E02000872";"M";9;45
"E02000872";"F";9;33
"E02000872";"M";10;35
"E02000872";"F";10;36
"E02000872";"M";11;31
"E02000872";"F";11;35
"E02000872";"M";12;43
"E02000872";"F";12;32
"E02000872";"M";13;43
"E02000872";"F";13;28
"E02000872";"M";14;40
"E02000872";"F";14;23
"E02000872";"M";15;42
"E02000872";"F";15;31
"E02000872";"M";16;27
"E02000872";"F";16;30
"E02000872";"M";17;37
"E02000872";"F";17;21
"E02000872";"M";18;39
"E02000872";"F";18;24
"E02000872";"M";19;48
"E02000872";"F";19;35
"E02000872";"M";20;33
"E02000872";"F";20;63
"E02000872";"M";21;64
"E02000872";"F";21;68
"E02000872";"M";22;96
"E02000872";"F";22;122
"E02000872";"M";23;98
"E02000872";"F";23;114
"E02000872";"M";24;161
"E02000872";"F";24;156
"E02000872";"M";25;163
"E02000872";"F";25;154
"E02000872";"M";26;150
"E02000872";"F";26;142
"E02000872";"M";27;152
"E02000872";"F";27;170
"E02000872";"M";28;150
"E02000872";"F";28;131
"E02000872";"M";29;126
"E02000872";"F";29;127
"E02000872";"M";30;167
"E02000872";"F";30;133
"E02000872";"M";31;124
"E02000872";"F";31;113
"E02000872";"M";32;104
"E02000872";"F";32;82
"E02000872";"M";33;113
"E02000872";"F";33;90
"E02000872";"M";34;80
"E02000872";"F";34;85
"E02000872";"M";35;70
"E02000872";"F";35;55
"E02000872";"M";36;109
"E02000872";"F";36;66
"E02000872";"M";37;67
"E02000872";"F";37;42
"E02000872";"M";38;54
"E02000872";"F";38;48
"E02000872";"M";39;68
"E02000872";"F";39;41
"E02000872";"M";40;73
"E02000872";"F";40;37
"E02000872";"M";41;41
"E02000872";"F";41;31
"E02000872";"M";42;43
"E02000872";"F";42;32
"E02000872";"M";43;49
"E02000872";"F";43;33
"E02000872";"M";44;35
"E02000872";"F";44;27
"E02000872";"M";45;49
"E02000872";"F";45;26
"E02000872";"M";46;40
"E02000872";"F";46;31
"E02000872";"M";47;20
"E02000872";"F";47;28
"E02000872";"M";48;44
"E02000872";"F";48;20
"E02000872";"M";49;37
"E02000872";"F";49;16
"E02000872";"M";50;30
"E02000872";"F";50;21
"E02000872";"M";51;41
"E02000872";"F";51;22
"E02000872";"M";52;27
"E02000872";"F";52;29
"E02000872";"M";53;28
"E02000872";"F";53;19
"E02000872";"M";54;28
"E02000872";"F";54;16
"E02000872";"M";55;24
"E02000872";"F";55;19
"E02000872";"M";56;26
"E02000872";"F";56;21
"E02000872";"M";57;18
"E02000872";"F";57;22
"E02000872";"M";58;23
"E02000872";"F";58;17
"E02000872";"M";59;26
"E02000872";"F";59;26
"E02000872";"M";60;9
"E02000872";"F";60;13
"E02000872";"M";61;11
"E02000872";"F";61;26
"E02000872";"M";62;8
"E02000872";"F";62;15
"E02000872";"M";63;12
"E02000872";"F";63;14
"E02000872";"M";64;22
"E02000872";"F";64;14
"E02000872";"M";65;12
"E02000872";"F";65;13
"E02000872";"M";66;9
"E02000872";"F";66;9
"E02000872";"M";67;6
"E02000872";"F";67;9
"E02000872";"M";68;15
"E02000872";"F";68;14
"E02000872";"M";69;9
"E02000872";"F";69;11
"E02000872";"M";70;9
"E02000872";"F";70;11
"E02000872";"M";71;8
"E02000872";"F";71;13
"E02000872";"M";72;8
"E02000872";"F";72;11
"E02000872";"M";73;12
"E02000872";"F";73;7
"E02000872";"M";74;10
"E02000872";"F";74;13
"E02000872";"M";75;6
"E02000872";"F";75;9
"E02000872";"M";76;9
"E02000872";"F";76;9
"E02000872";"M";77;8
"E02000872";"F";77;4
"E02000872";"M";78;6
"E02000872";"F";78;10
"E02000872";"M";79;11
"E02000872";"F";79;15
"E02000872";"M";80;15
"E02000872";"F";80;17
"E02000872";"M";81;6
"E02000872";"F";81;8
"E02000872";"M";82;4
"E02000872";"F";82;12
"E02000872";"M";83;1
"E02000872";"F";83;7
"E02000872";"M";84;4
"E02000872";"F";84;5
"E02000872";"M";85;14
"E02000872";"F";85;44
"E02000873";"M";0;77
"E02000873";"F";0;47
"E02000873";"M";1;65
"E02000873";"F";1;59
"E02000873";"M";2;48
"E02000873";"F";2;58
"E02000873";"M";3;56
"E02000873";"F";3;66
"E02000873";"M";4;55
"E02000873";"F";4;43
"E02000873";"M";5;50
"E02000873";"F";5;62
"E02000873";"M";6;52
"E02000873";"F";6;51
"E02000873";"M";7;41
"E02000873";"F";7;52
"E02000873";"M";8;64
"E02000873";"F";8;40
"E02000873";"M";9;59
"E02000873";"F";9;38
"E02000873";"M";10;53
"E02000873";"F";10;52
"E02000873";"M";11;30
"E02000873";"F";11;47
"E02000873";"M";12;41
"E02000873";"F";12;36
"E02000873";"M";13;40
"E02000873";"F";13;45
"E02000873";"M";14;39
"E02000873";"F";14;44
"E02000873";"M";15;39
"E02000873";"F";15;32
"E02000873";"M";16;37
"E02000873";"F";16;40
"E02000873";"M";17;38
"E02000873";"F";17;29
"E02000873";"M";18;158
"E02000873";"F";18;242
"E02000873";"M";19;303
"E02000873";"F";19;372
"E02000873";"M";20;183
"E02000873";"F";20;255
"E02000873";"M";21;167
"E02000873";"F";21;136
"E02000873";"M";22;116
"E02000873";"F";22;127
"E02000873";"M";23;121
"E02000873";"F";23;138
"E02000873";"M";24;118
"E02000873";"F";24;132
"E02000873";"M";25;96
"E02000873";"F";25;134
"E02000873";"M";26;117
"E02000873";"F";26;112
"E02000873";"M";27;110
"E02000873";"F";27;103
"E02000873";"M";28;143
"E02000873";"F";28;106
"E02000873";"M";29;89
"E02000873";"F";29;104
"E02000873";"M";30;99
"E02000873";"F";30;111
"E02000873";"M";31;98
"E02000873";"F";31;100
"E02000873";"M";32;109
"E02000873";"F";32;88
"E02000873";"M";33;88
"E02000873";"F";33;92
"E02000873";"M";34;75
"E02000873";"F";34;66
"E02000873";"M";35;71
"E02000873";"F";35;67
"E02000873";"M";36;71
"E02000873";"F";36;78
"E02000873";"M";37;73
"E02000873";"F";37;58
"E02000873";"M";38;67
"E02000873";"F";38;40
"E02000873";"M";39;55
"E02000873";"F";39;44
"E02000873";"M";40;56
"E02000873";"F";40;38
"E02000873";"M";41;44
"E02000873";"F";41;32
"E02000873";"M";42;31
"E02000873";"F";42;46
"E02000873";"M";43;45
"E02000873";"F";43;30
"E02000873";"M";44;44
"E02000873";"F";44;31
"E02000873";"M";45;34
"E02000873";"F";45;40
"E02000873";"M";46;46
"E02000873";"F";46;25
"E02000873";"M";47;36
"E02000873";"F";47;22
"E02000873";"M";48;24
"E02000873";"F";48;21
"E02000873";"M";49;38
"E02000873";"F";49;18
"E02000873";"M";50;29
"E02000873";"F";50;18
"E02000873";"M";51;22
"E02000873";"F";51;17
"E02000873";"M";52;24
"E02000873";"F";52;21
"E02000873";"M";53;27
"E02000873";"F";53;21
"E02000873";"M";54;21
"E02000873";"F";54;18
"E02000873";"M";55;25
"E02000873";"F";55;16
"E02000873";"M";56;25
"E02000873";"F";56;22
"E02000873";"M";57;18
"E02000873";"F";57;26
"E02000873";"M";58;24
"E02000873";"F";58;22
"E02000873";"M";59;19
"E02000873";"F";59;15
"E02000873";"M";60;3
"E02000873";"F";60;13
"E02000873";"M";61;13
"E02000873";"F";61;13
"E02000873";"M";62;17
"E02000873";"F";62;19
"E02000873";"M";63;16
"E02000873";"F";63;16
"E02000873";"M";64;11
"E02000873";"F";64;24
"E02000873";"M";65;17
"E02000873";"F";65;7
"E02000873";"M";66;17
"E02000873";"F";66;9
"E02000873";"M";67;9
"E02000873";"F";67;7
"E02000873";"M";68;9
"E02000873";"F";68;16
"E02000873";"M";69;12
"E02000873";"F";69;14
"E02000873";"M";70;11
"E02000873";"F";70;16
"E02000873";"M";71;10
"E02000873";"F";71;17
"E02000873";"M";72;10
"E02000873";"F";72;10
"E02000873";"M";73;8
"E02000873";"F";73;13
"E02000873";"M";74;9
"E02000873";"F";74;15
"E02000873";"M";75;14
"E02000873";"F";75;19
"E02000873";"M";76;11
"E02000873";"F";76;12
"E02000873";"M";77;4
"E02000873";"F";77;15
"E02000873";"M";78;5
"E02000873";"F";78;12
"E02000873";"M";79;8
"E02000873";"F";79;8
"E02000873";"M";80;5
"E02000873";"F";80;9
"E02000873";"M";81;13
"E02000873";"F";81;4
"E02000873";"M";82;9
"E02000873";"F";82;14
"E02000873";"M";83;6
"E02000873";"F";83;4
"E02000873";"M";84;3
"E02000873";"F";84;7
"E02000873";"M";85;22
"E02000873";"F";85;40
"E02000874";"M";0;60
"E02000874";"F";0;41
"E02000874";"M";1;51
"E02000874";"F";1;58
"E02000874";"M";2;40
"E02000874";"F";2;52
"E02000874";"M";3;61
"E02000874";"F";3;58
"E02000874";"M";4;62
"E02000874";"F";4;52
"E02000874";"M";5;53
"E02000874";"F";5;50
"E02000874";"M";6;61
"E02000874";"F";6;58
"E02000874";"M";7;48
"E02000874";"F";7;53
"E02000874";"M";8;48
"E02000874";"F";8;51
"E02000874";"M";9;53
"E02000874";"F";9;54
"E02000874";"M";10;53
"E02000874";"F";10;53
"E02000874";"M";11;41
"E02000874";"F";11;36
"E02000874";"M";12;45
"E02000874";"F";12;51
"E02000874";"M";13;38
"E02000874";"F";13;48
"E02000874";"M";14;45
"E02000874";"F";14;43
"E02000874";"M";15;51
"E02000874";"F";15;38
"E02000874";"M";16;54
"E02000874";"F";16;34
"E02000874";"M";17;65
"E02000874";"F";17;43
"E02000874";"M";18;49
"E02000874";"F";18;49
"E02000874";"M";19;68
"E02000874";"F";19;84
"E02000874";"M";20;77
"E02000874";"F";20;90
"E02000874";"M";21;93
"E02000874";"F";21;103
"E02000874";"M";22;97
"E02000874";"F";22;120
"E02000874";"M";23;125
"E02000874";"F";23;129
"E02000874";"M";24;121
"E02000874";"F";24;102
"E02000874";"M";25;98
"E02000874";"F";25;103
"E02000874";"M";26;86
"E02000874";"F";26;117
"E02000874";"M";27;109
"E02000874";"F";27;98
"E02000874";"M";28;100
"E02000874";"F";28;115
"E02000874";"M";29;93
"E02000874";"F";29;81
"E02000874";"M";30;89
"E02000874";"F";30;86
"E02000874";"M";31;85
"E02000874";"F";31;64
"E02000874";"M";32;75
"E02000874";"F";32;74
"E02000874";"M";33;69
"E02000874";"F";33;79
"E02000874";"M";34;63
"E02000874";"F";34;62
"E02000874";"M";35;51
"E02000874";"F";35;48
"E02000874";"M";36;72
"E02000874";"F";36;49
"E02000874";"M";37;66
"E02000874";"F";37;42
"E02000874";"M";38;45
"E02000874";"F";38;46
"E02000874";"M";39;36
"E02000874";"F";39;51
"E02000874";"M";40;62
"E02000874";"F";40;42
"E02000874";"M";41;56
"E02000874";"F";41;32
"E02000874";"M";42;50
"E02000874";"F";42;38
"E02000874";"M";43;37
"E02000874";"F";43;31
"E02000874";"M";44;33
"E02000874";"F";44;32
"E02000874";"M";45;44
"E02000874";"F";45;34
"E02000874";"M";46;36
"E02000874";"F";46;24
"E02000874";"M";47;32
"E02000874";"F";47;29
"E02000874";"M";48;26
"E02000874";"F";48;36
"E02000874";"M";49;36
"E02000874";"F";49;33
"E02000874";"M";50;29
"E02000874";"F";50;24
"E02000874";"M";51;20
"E02000874";"F";51;21
"E02000874";"M";52;35
"E02000874";"F";52;14
"E02000874";"M";53;23
"E02000874";"F";53;22
"E02000874";"M";54;34
"E02000874";"F";54;27
"E02000874";"M";55;35
"E02000874";"F";55;18
"E02000874";"M";56;33
"E02000874";"F";56;31
"E02000874";"M";57;24
"E02000874";"F";57;21
"E02000874";"M";58;17
"E02000874";"F";58;19
"E02000874";"M";59;19
"E02000874";"F";59;14
"E02000874";"M";60;11
"E02000874";"F";60;18
"E02000874";"M";61;11
"E02000874";"F";61;10
"E02000874";"M";62;9
"E02000874";"F";62;17
"E02000874";"M";63;14
"E02000874";"F";63;11
"E02000874";"M";64;12
"E02000874";"F";64;13
"E02000874";"M";65;17
"E02000874";"F";65;11
"E02000874";"M";66;11
"E02000874";"F";66;13
"E02000874";"M";67;13
"E02000874";"F";67;17
"E02000874";"M";68;9
"E02000874";"F";68;12
"E02000874";"M";69;13
"E02000874";"F";69;14
"E02000874";"M";70;14
"E02000874";"F";70;12
"E02000874";"M";71;9
"E02000874";"F";71;9
"E02000874";"M";72;7
"E02000874";"F";72;13
"E02000874";"M";73;17
"E02000874";"F";73;8
"E02000874";"M";74;8
"E02000874";"F";74;13
"E02000874";"M";75;13
"E02000874";"F";75;7
"E02000874";"M";76;5
"E02000874";"F";76;9
"E02000874";"M";77;5
"E02000874";"F";77;10
"E02000874";"M";78;9
"E02000874";"F";78;14
"E02000874";"M";79;4
"E02000874";"F";79;13
"E02000874";"M";80;11
"E02000874";"F";80;5
"E02000874";"M";81;5
"E02000874";"F";81;10
"E02000874";"M";82;7
"E02000874";"F";82;4
"E02000874";"M";83;5
"E02000874";"F";83;2
"E02000874";"M";84;4
"E02000874";"F";84;3
"E02000874";"M";85;12
"E02000874";"F";85;22
"E02000875";"M";0;82
"E02000875";"F";0;80
"E02000875";"M";1;74
"E02000875";"F";1;81
"E02000875";"M";2;93
"E02000875";"F";2;97
"E02000875";"M";3;73
"E02000875";"F";3;75
"E02000875";"M";4;73
"E02000875";"F";4;79
"E02000875";"M";5;79
"E02000875";"F";5;78
"E02000875";"M";6;78
"E02000875";"F";6;77
"E02000875";"M";7;76
"E02000875";"F";7;82
"E02000875";"M";8;76
"E02000875";"F";8;67
"E02000875";"M";9;93
"E02000875";"F";9;67
"E02000875";"M";10;77
"E02000875";"F";10;71
"E02000875";"M";11;67
"E02000875";"F";11;68
"E02000875";"M";12;54
"E02000875";"F";12;67
"E02000875";"M";13;62
"E02000875";"F";13;69
"E02000875";"M";14;82
"E02000875";"F";14;50
"E02000875";"M";15;86
"E02000875";"F";15;56
"E02000875";"M";16;54
"E02000875";"F";16;80
"E02000875";"M";17;71
"E02000875";"F";17;60
"E02000875";"M";18;62
"E02000875";"F";18;69
"E02000875";"M";19;69
"E02000875";"F";19;75
"E02000875";"M";20;112
"E02000875";"F";20;97
"E02000875";"M";21;91
"E02000875";"F";21;92
"E02000875";"M";22;125
"E02000875";"F";22;102
"E02000875";"M";23;124
"E02000875";"F";23;147
"E02000875";"M";24;122
"E02000875";"F";24;125
"E02000875";"M";25;114
"E02000875";"F";25;113
"E02000875";"M";26;129
"E02000875";"F";26;138
"E02000875";"M";27;141
"E02000875";"F";27;146
"E02000875";"M";28;132
"E02000875";"F";28;120
"E02000875";"M";29;113
"E02000875";"F";29;131
"E02000875";"M";30;108
"E02000875";"F";30;140
"E02000875";"M";31;114
"E02000875";"F";31;95
"E02000875";"M";32;81
"E02000875";"F";32;79
"E02000875";"M";33;97
"E02000875";"F";33;101
"E02000875";"M";34;108
"E02000875";"F";34;82
"E02000875";"M";35;82
"E02000875";"F";35;72
"E02000875";"M";36;80
"E02000875";"F";36;75
"E02000875";"M";37;72
"E02000875";"F";37;61
"E02000875";"M";38;76
"E02000875";"F";38;58
"E02000875";"M";39;73
"E02000875";"F";39;73
"E02000875";"M";40;60
"E02000875";"F";40;51
"E02000875";"M";41;63
"E02000875";"F";41;48
"E02000875";"M";42;71
"E02000875";"F";42;68
"E02000875";"M";43;61
"E02000875";"F";43;43
"E02000875";"M";44;69
"E02000875";"F";44;50
"E02000875";"M";45;44
"E02000875";"F";45;43
"E02000875";"M";46;59
"E02000875";"F";46;42
"E02000875";"M";47;45
"E02000875";"F";47;39
"E02000875";"M";48;50
"E02000875";"F";48;44
"E02000875";"M";49;48
"E02000875";"F";49;37
"E02000875";"M";50;43
"E02000875";"F";50;30
"E02000875";"M";51;40
"E02000875";"F";51;34
"E02000875";"M";52;48
"E02000875";"F";52;43
"E02000875";"M";53;39
"E02000875";"F";53;23
"E02000875";"M";54;31
"E02000875";"F";54;33
"E02000875";"M";55;32
"E02000875";"F";55;29
"E02000875";"M";56;30
"E02000875";"F";56;32
"E02000875";"M";57;26
"E02000875";"F";57;33
"E02000875";"M";58;26
"E02000875";"F";58;36
"E02000875";"M";59;25
"E02000875";"F";59;29
"E02000875";"M";60;18
"E02000875";"F";60;33
"E02000875";"M";61;14
"E02000875";"F";61;25
"E02000875";"M";62;28
"E02000875";"F";62;18
"E02000875";"M";63;14
"E02000875";"F";63;14
"E02000875";"M";64;19
"E02000875";"F";64;15
"E02000875";"M";65;10
"E02000875";"F";65;17
"E02000875";"M";66;8
"E02000875";"F";66;18
"E02000875";"M";67;12
"E02000875";"F";67;16
"E02000875";"M";68;14
"E02000875";"F";68;18
"E02000875";"M";69;14
"E02000875";"F";69;10
"E02000875";"M";70;13
"E02000875";"F";70;13
"E02000875";"M";71;11
"E02000875";"F";71;21
"E02000875";"M";72;5
"E02000875";"F";72;15
"E02000875";"M";73;10
"E02000875";"F";73;13
"E02000875";"M";74;10
"E02000875";"F";74;17
"E02000875";"M";75;10
"E02000875";"F";75;7
"E02000875";"M";76;9
"E02000875";"F";76;8
"E02000875";"M";77;9
"E02000875";"F";77;6
"E02000875";"M";78;4
"E02000875";"F";78;7
"E02000875";"M";79;4
"E02000875";"F";79;10
"E02000875";"M";80;19
"E02000875";"F";80;6
"E02000875";"M";81;6
"E02000875";"F";81;6
"E02000875";"M";82;5
"E02000875";"F";82;14
"E02000875";"M";83;2
"E02000875";"F";83;8
"E02000875";"M";84;3
"E02000875";"F";84;7
"E02000875";"M";85;25
"E02000875";"F";85;35
"E02000876";"M";0;55
"E02000876";"F";0;43
"E02000876";"M";1;53
"E02000876";"F";1;42
"E02000876";"M";2;39
"E02000876";"F";2;44
"E02000876";"M";3;47
"E02000876";"F";3;37
"E02000876";"M";4;37
"E02000876";"F";4;30
"E02000876";"M";5;39
"E02000876";"F";5;33
"E02000876";"M";6;35
"E02000876";"F";6;42
"E02000876";"M";7;39
"E02000876";"F";7;43
"E02000876";"M";8;30
"E02000876";"F";8;26
"E02000876";"M";9;33
"E02000876";"F";9;28
"E02000876";"M";10;34
"E02000876";"F";10;33
"E02000876";"M";11;35
"E02000876";"F";11;40
"E02000876";"M";12;29
"E02000876";"F";12;25
"E02000876";"M";13;36
"E02000876";"F";13;35
"E02000876";"M";14;33
"E02000876";"F";14;35
"E02000876";"M";15;35
"E02000876";"F";15;41
"E02000876";"M";16;38
"E02000876";"F";16;37
"E02000876";"M";17;39
"E02000876";"F";17;42
"E02000876";"M";18;62
"E02000876";"F";18;56
"E02000876";"M";19;77
"E02000876";"F";19;68
"E02000876";"M";20;63
"E02000876";"F";20;80
"E02000876";"M";21;103
"E02000876";"F";21;84
"E02000876";"M";22;121
"E02000876";"F";22;115
"E02000876";"M";23;121
"E02000876";"F";23;120
"E02000876";"M";24;159
"E02000876";"F";24;134
"E02000876";"M";25;139
"E02000876";"F";25;138
"E02000876";"M";26;137
"E02000876";"F";26;137
"E02000876";"M";27;129
"E02000876";"F";27;111
"E02000876";"M";28;137
"E02000876";"F";28;104
"E02000876";"M";29;121
"E02000876";"F";29;104
"E02000876";"M";30;110
"E02000876";"F";30;112
"E02000876";"M";31;88
"E02000876";"F";31;92
"E02000876";"M";32;99
"E02000876";"F";32;71
"E02000876";"M";33;69
"E02000876";"F";33;59
"E02000876";"M";34;97
"E02000876";"F";34;57
"E02000876";"M";35;80
"E02000876";"F";35;46
"E02000876";"M";36;62
"E02000876";"F";36;63
"E02000876";"M";37;59
"E02000876";"F";37;43
"E02000876";"M";38;53
"E02000876";"F";38;38
"E02000876";"M";39;55
