"MSOA";"Sex";"Age";"Persons"
"E02000882";"M";61;18
"E02000882";"F";61;27
"E02000882";"M";62;26
"E02000882";"F";62;27
"E02000882";"M";63;17
"E02000882";"F";63;24
"E02000882";"M";64;25
"E02000882";"F";64;13
"E02000882";"M";65;11
"E02000882";"F";65;16
"E02000882";"M";66;9
"E02000882";"F";66;13
"E02000882";"M";67;13
"E02000882";"F";67;9
"E02000882";"M";68;4
"E02000882";"F";68;17
"E02000882";"M";69;10
"E02000882";"F";69;16
"E02000882";"M";70;20
"E02000882";"F";70;19
"E02000882";"M";71;18
"E02000882";"F";71;20
"E02000882";"M";72;14
"E02000882";"F";72;16
"E02000882";"M";73;14
"E02000882";"F";73;12
"E02000882";"M";74;21
"E02000882";"F";74;13
"E02000882";"M";75;14
"E02000882";"F";75;11
"E02000882";"M";76;15
"E02000882";"F";76;12
"E02000882";"M";77;3
"E02000882";"F";77;14
"E02000882";"M";78;9
"E02000882";"F";78;11
"E02000882";"M";79;11
"E02000882";"F";79;13
"E02000882";"M";80;17
"E02000882";"F";80;13
"E02000882";"M";81;13
"E02000882";"F";81;10
"E02000882";"M";82;5
"E02000882";"F";82;5
"E02000882";"M";83;7
"E02000882";"F";83;12
"E02000882";"M";84;5
"E02000882";"F";84;6
"E02000882";"M";85;31
"E02000882";"F";85;53
"E02000883";"M";0;69
"E02000883";"F";0;68
"E02000883";"M";1;72
"E02000883";"F";1;57
"E02000883";"M";2;72
"E02000883";"F";2;74
"E02000883";"M";3;83
"E02000883";"F";3;62
"E02000883";"M";4;76
"E02000883";"F";4;79
"E02000883";"M";5;93
"E02000883";"F";5;76
"E02000883";"M";6;67
"E02000883";"F";6;70
"E02000883";"M";7;61
"E02000883";"F";7;60
"E02000883";"M";8;59
"E02000883";"F";8;65
"E02000883";"M";9;72
"E02000883";"F";9;84
"E02000883";"M";10;60
"E02000883";"F";10;48
"E02000883";"M";11;62
"E02000883";"F";11;46
"E02000883";"M";12;61
"E02000883";"F";12;69
"E02000883";"M";13;59
"E02000883";"F";13;62
"E02000883";"M";14;58
"E02000883";"F";14;65
"E02000883";"M";15;69
"E02000883";"F";15;63
"E02000883";"M";16;46
"E02000883";"F";16;48
"E02000883";"M";17;57
"E02000883";"F";17;54
"E02000883";"M";18;58
"E02000883";"F";18;48
"E02000883";"M";19;57
"E02000883";"F";19;60
"E02000883";"M";20;71
"E02000883";"F";20;58
"E02000883";"M";21;51
"E02000883";"F";21;83
"E02000883";"M";22;58
"E02000883";"F";22;89
"E02000883";"M";23;95
"E02000883";"F";23;94
"E02000883";"M";24;88
"E02000883";"F";24;84
"E02000883";"M";25;76
"E02000883";"F";25;81
"E02000883";"M";26;81
"E02000883";"F";26;87
"E02000883";"M";27;89
"E02000883";"F";27;81
"E02000883";"M";28;94
"E02000883";"F";28;85
"E02000883";"M";29;75
"E02000883";"F";29;108
"E02000883";"M";30;83
"E02000883";"F";30;93
"E02000883";"M";31;69
"E02000883";"F";31;86
"E02000883";"M";32;89
"E02000883";"F";32;71
"E02000883";"M";33;80
"E02000883";"F";33;71
"E02000883";"M";34;73
"E02000883";"F";34;74
"E02000883";"M";35;65
"E02000883";"F";35;50
"E02000883";"M";36;65
"E02000883";"F";36;55
"E02000883";"M";37;53
"E02000883";"F";37;65
"E02000883";"M";38;47
"E02000883";"F";38;49
"E02000883";"M";39;55
"E02000883";"F";39;54
"E02000883";"M";40;50
"E02000883";"F";40;41
"E02000883";"M";41;69
"E02000883";"F";41;44
"E02000883";"M";42;52
"E02000883";"F";42;62
"E02000883";"M";43;62
"E02000883";"F";43;60
"E02000883";"M";44;41
"E02000883";"F";44;41
"E02000883";"M";45;43
"E02000883";"F";45;25
"E02000883";"M";46;41
"E02000883";"F";46;51
"E02000883";"M";47;33
"E02000883";"F";47;32
"E02000883";"M";48;52
"E02000883";"F";48;47
"E02000883";"M";49;46
"E02000883";"F";49;26
"E02000883";"M";50;40
"E02000883";"F";50;35
"E02000883";"M";51;40
"E02000883";"F";51;28
"E02000883";"M";52;36
"E02000883";"F";52;38
"E02000883";"M";53;36
"E02000883";"F";53;31
"E02000883";"M";54;38
"E02000883";"F";54;30
"E02000883";"M";55;37
"E02000883";"F";55;40
"E02000883";"M";56;25
"E02000883";"F";56;32
"E02000883";"M";57;28
"E02000883";"F";57;29
"E02000883";"M";58;35
"E02000883";"F";58;18
"E02000883";"M";59;22
"E02000883";"F";59;24
"E02000883";"M";60;19
"E02000883";"F";60;22
"E02000883";"M";61;24
"E02000883";"F";61;18
"E02000883";"M";62;27
"E02000883";"F";62;24
"E02000883";"M";63;16
"E02000883";"F";63;20
"E02000883";"M";64;15
"E02000883";"F";64;16
"E02000883";"M";65;17
"E02000883";"F";65;15
"E02000883";"M";66;13
"E02000883";"F";66;15
"E02000883";"M";67;14
"E02000883";"F";67;21
"E02000883";"M";68;12
"E02000883";"F";68;10
"E02000883";"M";69;13
"E02000883";"F";69;13
"E02000883";"M";70;9
"E02000883";"F";70;22
"E02000883";"M";71;12
"E02000883";"F";71;14
"E02000883";"M";72;11
"E02000883";"F";72;18
"E02000883";"M";73;15
"E02000883";"F";73;12
"E02000883";"M";74;15
"E02000883";"F";74;12
"E02000883";"M";75;10
"E02000883";"F";75;16
"E02000883";"M";76;20
"E02000883";"F";76;14
"E02000883";"M";77;13
"E02000883";"F";77;19
"E02000883";"M";78;17
"E02000883";"F";78;15
"E02000883";"M";79;10
"E02000883";"F";79;17
"E02000883";"M";80;10
"E02000883";"F";80;24
"E02000883";"M";81;12
"E02000883";"F";81;11
"E02000883";"M";82;4
"E02000883";"F";82;17
"E02000883";"M";83;8
"E02000883";"F";83;17
"E02000883";"M";84;8
"E02000883";"F";84;6
"E02000883";"M";85;39
"E02000883";"F";85;55
"E02000884";"M";0;47
"E02000884";"F";0;59
"E02000884";"M";1;58
"E02000884";"F";1;62
"E02000884";"M";2;43
"E02000884";"F";2;46
"E02000884";"M";3;48
"E02000884";"F";3;52
"E02000884";"M";4;40
"E02000884";"F";4;49
"E02000884";"M";5;50
"E02000884";"F";5;37
"E02000884";"M";6;48
"E02000884";"F";6;43
"E02000884";"M";7;41
"E02000884";"F";7;32
"E02000884";"M";8;39
"E02000884";"F";8;44
"E02000884";"M";9;34
"E02000884";"F";9;30
"E02000884";"M";10;25
"E02000884";"F";10;37
"E02000884";"M";11;29
"E02000884";"F";11;19
"E02000884";"M";12;26
"E02000884";"F";12;32
"E02000884";"M";13;30
"E02000884";"F";13;29
"E02000884";"M";14;35
"E02000884";"F";14;30
"E02000884";"M";15;37
"E02000884";"F";15;33
"E02000884";"M";16;35
"E02000884";"F";16;39
"E02000884";"M";17;33
"E02000884";"F";17;32
"E02000884";"M";18;51
"E02000884";"F";18;31
"E02000884";"M";19;59
"E02000884";"F";19;73
"E02000884";"M";20;115
"E02000884";"F";20;99
"E02000884";"M";21;126
"E02000884";"F";21;128
"E02000884";"M";22;145
"E02000884";"F";22;134
"E02000884";"M";23;201
"E02000884";"F";23;172
"E02000884";"M";24;217
"E02000884";"F";24;186
"E02000884";"M";25;283
"E02000884";"F";25;191
"E02000884";"M";26;248
"E02000884";"F";26;204
"E02000884";"M";27;255
"E02000884";"F";27;201
"E02000884";"M";28;225
"E02000884";"F";28;170
"E02000884";"M";29;192
"E02000884";"F";29;151
"E02000884";"M";30;197
"E02000884";"F";30;125
"E02000884";"M";31;191
"E02000884";"F";31;120
"E02000884";"M";32;144
"E02000884";"F";32;109
"E02000884";"M";33;143
"E02000884";"F";33;80
"E02000884";"M";34;124
"E02000884";"F";34;84
"E02000884";"M";35;122
"E02000884";"F";35;63
"E02000884";"M";36;89
"E02000884";"F";36;69
"E02000884";"M";37;88
"E02000884";"F";37;44
"E02000884";"M";38;75
"E02000884";"F";38;34
"E02000884";"M";39;84
"E02000884";"F";39;40
"E02000884";"M";40;63
"E02000884";"F";40;50
"E02000884";"M";41;47
"E02000884";"F";41;32
"E02000884";"M";42;46
"E02000884";"F";42;33
"E02000884";"M";43;71
"E02000884";"F";43;28
"E02000884";"M";44;48
"E02000884";"F";44;41
"E02000884";"M";45;40
"E02000884";"F";45;21
"E02000884";"M";46;41
"E02000884";"F";46;27
"E02000884";"M";47;34
"E02000884";"F";47;30
"E02000884";"M";48;30
"E02000884";"F";48;29
"E02000884";"M";49;33
"E02000884";"F";49;26
"E02000884";"M";50;39
"E02000884";"F";50;20
"E02000884";"M";51;26
"E02000884";"F";51;26
"E02000884";"M";52;31
"E02000884";"F";52;19
"E02000884";"M";53;25
"E02000884";"F";53;30
"E02000884";"M";54;26
"E02000884";"F";54;28
"E02000884";"M";55;29
"E02000884";"F";55;22
"E02000884";"M";56;19
"E02000884";"F";56;14
"E02000884";"M";57;20
"E02000884";"F";57;23
"E02000884";"M";58;23
"E02000884";"F";58;26
"E02000884";"M";59;17
"E02000884";"F";59;16
"E02000884";"M";60;21
"E02000884";"F";60;18
"E02000884";"M";61;7
"E02000884";"F";61;17
"E02000884";"M";62;6
"E02000884";"F";62;14
"E02000884";"M";63;13
"E02000884";"F";63;10
"E02000884";"M";64;9
"E02000884";"F";64;9
"E02000884";"M";65;7
"E02000884";"F";65;10
"E02000884";"M";66;13
"E02000884";"F";66;9
"E02000884";"M";67;5
"E02000884";"F";67;15
"E02000884";"M";68;17
"E02000884";"F";68;12
"E02000884";"M";69;12
"E02000884";"F";69;15
"E02000884";"M";70;16
"E02000884";"F";70;22
"E02000884";"M";71;11
"E02000884";"F";71;14
"E02000884";"M";72;6
"E02000884";"F";72;13
"E02000884";"M";73;11
"E02000884";"F";73;16
"E02000884";"M";74;20
"E02000884";"F";74;7
"E02000884";"M";75;13
"E02000884";"F";75;9
"E02000884";"M";76;14
"E02000884";"F";76;12
"E02000884";"M";77;7
"E02000884";"F";77;5
"E02000884";"M";78;15
"E02000884";"F";78;3
"E02000884";"M";79;7
"E02000884";"F";79;7
"E02000884";"M";80;10
"E02000884";"F";80;4
"E02000884";"M";81;10
"E02000884";"F";81;2
"E02000884";"M";82;1
"E02000884";"F";82;5
"E02000884";"M";83;4
"E02000884";"F";83;6
"E02000884";"M";84;7
"E02000884";"F";84;5
"E02000884";"M";85;18
"E02000884";"F";85;13
"E02000885";"M";0;65
"E02000885";"F";0;66
"E02000885";"M";1;54
"E02000885";"F";1;48
"E02000885";"M";2;53
"E02000885";"F";2;43
"E02000885";"M";3;58
"E02000885";"F";3;55
"E02000885";"M";4;50
"E02000885";"F";4;55
"E02000885";"M";5;46
"E02000885";"F";5;60
"E02000885";"M";6;49
"E02000885";"F";6;50
"E02000885";"M";7;59
"E02000885";"F";7;57
"E02000885";"M";8;40
"E02000885";"F";8;52
"E02000885";"M";9;48
"E02000885";"F";9;49
"E02000885";"M";10;54
"E02000885";"F";10;41
"E02000885";"M";11;47
"E02000885";"F";11;39
"E02000885";"M";12;43
"E02000885";"F";12;48
"E02000885";"M";13;60
"E02000885";"F";13;51
"E02000885";"M";14;51
"E02000885";"F";14;49
"E02000885";"M";15;43
"E02000885";"F";15;46
"E02000885";"M";16;46
"E02000885";"F";16;37
"E02000885";"M";17;47
"E02000885";"F";17;56
"E02000885";"M";18;34
"E02000885";"F";18;50
"E02000885";"M";19;60
"E02000885";"F";19;53
"E02000885";"M";20;70
"E02000885";"F";20;76
"E02000885";"M";21;68
"E02000885";"F";21;68
"E02000885";"M";22;71
"E02000885";"F";22;82
"E02000885";"M";23;83
"E02000885";"F";23;77
"E02000885";"M";24;82
"E02000885";"F";24;84
"E02000885";"M";25;89
"E02000885";"F";25;96
"E02000885";"M";26;91
"E02000885";"F";26;86
"E02000885";"M";27;93
"E02000885";"F";27;88
"E02000885";"M";28;80
"E02000885";"F";28;85
"E02000885";"M";29;92
"E02000885";"F";29;71
"E02000885";"M";30;77
"E02000885";"F";30;71
"E02000885";"M";31;60
"E02000885";"F";31;67
"E02000885";"M";32;72
"E02000885";"F";32;70
"E02000885";"M";33;63
"E02000885";"F";33;81
"E02000885";"M";34;63
"E02000885";"F";34;57
"E02000885";"M";35;76
"E02000885";"F";35;47
"E02000885";"M";36;58
"E02000885";"F";36;64
"E02000885";"M";37;55
"E02000885";"F";37;48
"E02000885";"M";38;52
"E02000885";"F";38;33
"E02000885";"M";39;58
"E02000885";"F";39;51
"E02000885";"M";40;80
"E02000885";"F";40;30
"E02000885";"M";41;37
"E02000885";"F";41;44
"E02000885";"M";42;56
"E02000885";"F";42;46
"E02000885";"M";43;47
"E02000885";"F";43;39
"E02000885";"M";44;56
"E02000885";"F";44;41
"E02000885";"M";45;33
"E02000885";"F";45;31
"E02000885";"M";46;28
"E02000885";"F";46;26
"E02000885";"M";47;41
"E02000885";"F";47;29
"E02000885";"M";48;39
"E02000885";"F";48;27
"E02000885";"M";49;30
"E02000885";"F";49;21
"E02000885";"M";50;32
"E02000885";"F";50;26
"E02000885";"M";51;36
"E02000885";"F";51;17
"E02000885";"M";52;34
"E02000885";"F";52;25
"E02000885";"M";53;39
"E02000885";"F";53;27
"E02000885";"M";54;30
"E02000885";"F";54;22
"E02000885";"M";55;17
"E02000885";"F";55;27
"E02000885";"M";56;21
"E02000885";"F";56;17
"E02000885";"M";57;19
"E02000885";"F";57;15
"E02000885";"M";58;12
"E02000885";"F";58;30
"E02000885";"M";59;15
"E02000885";"F";59;17
"E02000885";"M";60;29
"E02000885";"F";60;27
"E02000885";"M";61;13
"E02000885";"F";61;22
"E02000885";"M";62;13
"E02000885";"F";62;14
"E02000885";"M";63;16
"E02000885";"F";63;19
"E02000885";"M";64;15
"E02000885";"F";64;15
"E02000885";"M";65;14
"E02000885";"F";65;16
"E02000885";"M";66;14
"E02000885";"F";66;18
"E02000885";"M";67;18
"E02000885";"F";67;17
"E02000885";"M";68;16
"E02000885";"F";68;19
"E02000885";"M";69;11
"E02000885";"F";69;14
"E02000885";"M";70;13
"E02000885";"F";70;21
"E02000885";"M";71;20
"E02000885";"F";71;25
"E02000885";"M";72;15
"E02000885";"F";72;22
"E02000885";"M";73;18
"E02000885";"F";73;9
"E02000885";"M";74;16
"E02000885";"F";74;12
"E02000885";"M";75;14
"E02000885";"F";75;14
"E02000885";"M";76;5
"E02000885";"F";76;9
"E02000885";"M";77;8
"E02000885";"F";77;17
"E02000885";"M";78;10
"E02000885";"F";78;8
"E02000885";"M";79;4
"E02000885";"F";79;11
"E02000885";"M";80;7
"E02000885";"F";80;11
"E02000885";"M";81;11
"E02000885";"F";81;6
"E02000885";"M";82;8
"E02000885";"F";82;11
"E02000885";"M";83;11
"E02000885";"F";83;18
"E02000885";"M";84;5
"E02000885";"F";84;9
"E02000885";"M";85;16
"E02000885";"F";85;45
"E02000886";"M";0;58
"E02000886";"F";0;58
"E02000886";"M";1;63
"E02000886";"F";1;62
"E02000886";"M";2;59
"E02000886";"F";2;51
"E02000886";"M";3;54
"E02000886";"F";3;40
"E02000886";"M";4;38
"E02000886";"F";4;48
"E02000886";"M";5;34
"E02000886";"F";5;48
"E02000886";"M";6;40
"E02000886";"F";6;37
"E02000886";"M";7;50
"E02000886";"F";7;38
"E02000886";"M";8;40
"E02000886";"F";8;27
"E02000886";"M";9;26
"E02000886";"F";9;41
"E02000886";"M";10;26
"E02000886";"F";10;41
"E02000886";"M";11;37
"E02000886";"F";11;30
"E02000886";"M";12;40
"E02000886";"F";12;36
"E02000886";"M";13;40
"E02000886";"F";13;34
"E02000886";"M";14;26
"E02000886";"F";14;37
"E02000886";"M";15;34
"E02000886";"F";15;25
"E02000886";"M";16;31
"E02000886";"F";16;35
"E02000886";"M";17;23
"E02000886";"F";17;31
"E02000886";"M";18;42
"E02000886";"F";18;27
"E02000886";"M";19;41
"E02000886";"F";19;27
"E02000886";"M";20;51
"E02000886";"F";20;50
"E02000886";"M";21;65
"E02000886";"F";21;43
"E02000886";"M";22;69
"E02000886";"F";22;53
"E02000886";"M";23;82
"E02000886";"F";23;88
"E02000886";"M";24;102
"E02000886";"F";24;81
"E02000886";"M";25;106
"E02000886";"F";25;92
"E02000886";"M";26;129
"E02000886";"F";26;116
"E02000886";"M";27;102
"E02000886";"F";27;126
"E02000886";"M";28;112
"E02000886";"F";28;109
"E02000886";"M";29;118
"E02000886";"F";29;124
"E02000886";"M";30;122
"E02000886";"F";30;118
"E02000886";"M";31;129
"E02000886";"F";31;103
"E02000886";"M";32;125
"E02000886";"F";32;85
"E02000886";"M";33;129
"E02000886";"F";33;95
"E02000886";"M";34;93
"E02000886";"F";34;81
"E02000886";"M";35;115
"E02000886";"F";35;76
"E02000886";"M";36;102
"E02000886";"F";36;80
"E02000886";"M";37;88
"E02000886";"F";37;82
"E02000886";"M";38;98
"E02000886";"F";38;50
"E02000886";"M";39;66
"E02000886";"F";39;41
"E02000886";"M";40;84
"E02000886";"F";40;38
"E02000886";"M";41;68
"E02000886";"F";41;49
"E02000886";"M";42;47
"E02000886";"F";42;54
"E02000886";"M";43;54
"E02000886";"F";43;42
"E02000886";"M";44;49
"E02000886";"F";44;37
"E02000886";"M";45;44
"E02000886";"F";45;33
"E02000886";"M";46;48
"E02000886";"F";46;34
"E02000886";"M";47;52
"E02000886";"F";47;22
"E02000886";"M";48;37
"E02000886";"F";48;39
"E02000886";"M";49;30
"E02000886";"F";49;41
"E02000886";"M";50;33
"E02000886";"F";50;21
"E02000886";"M";51;36
"E02000886";"F";51;27
"E02000886";"M";52;40
"E02000886";"F";52;15
"E02000886";"M";53;45
"E02000886";"F";53;16
"E02000886";"M";54;26
"E02000886";"F";54;23
"E02000886";"M";55;29
"E02000886";"F";55;27
"E02000886";"M";56;34
"E02000886";"F";56;26
"E02000886";"M";57;17
"E02000886";"F";57;22
"E02000886";"M";58;32
"E02000886";"F";58;23
"E02000886";"M";59;25
"E02000886";"F";59;21
"E02000886";"M";60;24
"E02000886";"F";60;17
"E02000886";"M";61;16
"E02000886";"F";61;22
"E02000886";"M";62;25
"E02000886";"F";62;20
"E02000886";"M";63;26
"E02000886";"F";63;19
"E02000886";"M";64;17
"E02000886";"F";64;21
"E02000886";"M";65;12
"E02000886";"F";65;9
"E02000886";"M";66;6
"E02000886";"F";66;15
"E02000886";"M";67;13
"E02000886";"F";67;6
"E02000886";"M";68;12
"E02000886";"F";68;14
"E02000886";"M";69;8
"E02000886";"F";69;7
"E02000886";"M";70;12
"E02000886";"F";70;16
"E02000886";"M";71;11
"E02000886";"F";71;8
"E02000886";"M";72;10
"E02000886";"F";72;10
"E02000886";"M";73;13
"E02000886";"F";73;8
"E02000886";"M";74;13
"E02000886";"F";74;6
"E02000886";"M";75;5
"E02000886";"F";75;11
"E02000886";"M";76;8
"E02000886";"F";76;5
"E02000886";"M";77;6
"E02000886";"F";77;13
"E02000886";"M";78;12
"E02000886";"F";78;5
"E02000886";"M";79;10
"E02000886";"F";79;10
"E02000886";"M";80;2
"E02000886";"F";80;7
"E02000886";"M";81;3
"E02000886";"F";81;12
"E02000886";"M";82;5
"E02000886";"F";82;9
"E02000886";"M";83;6
"E02000886";"F";83;10
"E02000886";"M";84;3
"E02000886";"F";84;9
"E02000886";"M";85;18
"E02000886";"F";85;30
"E02000887";"M";0;85
"E02000887";"F";0;88
"E02000887";"M";1;118
"E02000887";"F";1;73
"E02000887";"M";2;85
"E02000887";"F";2;88
"E02000887";"M";3;69
"E02000887";"F";3;59
"E02000887";"M";4;71
"E02000887";"F";4;74
"E02000887";"M";5;81
"E02000887";"F";5;81
"E02000887";"M";6;68
"E02000887";"F";6;74
"E02000887";"M";7;79
"E02000887";"F";7;71
"E02000887";"M";8;62
"E02000887";"F";8;68
"E02000887";"M";9;73
"E02000887";"F";9;67
"E02000887";"M";10;76
"E02000887";"F";10;55
"E02000887";"M";11;58
"E02000887";"F";11;54
"E02000887";"M";12;48
"E02000887";"F";12;54
"E02000887";"M";13;75
"E02000887";"F";13;51
"E02000887";"M";14;56
"E02000887";"F";14;52
"E02000887";"M";15;79
"E02000887";"F";15;51
"E02000887";"M";16;71
"E02000887";"F";16;50
"E02000887";"M";17;48
"E02000887";"F";17;66
"E02000887";"M";18;51
"E02000887";"F";18;56
"E02000887";"M";19;45
"E02000887";"F";19;57
"E02000887";"M";20;61
"E02000887";"F";20;85
"E02000887";"M";21;67
"E02000887";"F";21;88
"E02000887";"M";22;70
"E02000887";"F";22;88
"E02000887";"M";23;95
"E02000887";"F";23;111
"E02000887";"M";24;90
"E02000887";"F";24;108
"E02000887";"M";25;90
"E02000887";"F";25;122
"E02000887";"M";26;99
"E02000887";"F";26;128
"E02000887";"M";27;101
"E02000887";"F";27;121
"E02000887";"M";28;112
"E02000887";"F";28;111
"E02000887";"M";29;115
"E02000887";"F";29;108
"E02000887";"M";30;118
"E02000887";"F";30;107
"E02000887";"M";31;100
"E02000887";"F";31;109
"E02000887";"M";32;109
"E02000887";"F";32;106
"E02000887";"M";33;95
"E02000887";"F";33;71
"E02000887";"M";34;106
"E02000887";"F";34;97
"E02000887";"M";35;85
"E02000887";"F";35;66
"E02000887";"M";36;71
"E02000887";"F";36;71
"E02000887";"M";37;70
"E02000887";"F";37;68
"E02000887";"M";38;89
"E02000887";"F";38;62
"E02000887";"M";39;59
"E02000887";"F";39;45
"E02000887";"M";40;59
"E02000887";"F";40;66
"E02000887";"M";41;73
"E02000887";"F";41;48
"E02000887";"M";42;65
"E02000887";"F";42;48
"E02000887";"M";43;43
"E02000887";"F";43;37
"E02000887";"M";44;64
"E02000887";"F";44;47
"E02000887";"M";45;43
"E02000887";"F";45;33
"E02000887";"M";46;30
"E02000887";"F";46;51
"E02000887";"M";47;45
"E02000887";"F";47;39
"E02000887";"M";48;33
"E02000887";"F";48;34
"E02000887";"M";49;36
"E02000887";"F";49;25
"E02000887";"M";50;35
"E02000887";"F";50;40
"E02000887";"M";51;38
"E02000887";"F";51;26
"E02000887";"M";52;34
"E02000887";"F";52;27
"E02000887";"M";53;39
"E02000887";"F";53;25
"E02000887";"M";54;34
"E02000887";"F";54;29
"E02000887";"M";55;33
"E02000887";"F";55;35
"E02000887";"M";56;34
"E02000887";"F";56;32
"E02000887";"M";57;26
"E02000887";"F";57;30
"E02000887";"M";58;20
"E02000887";"F";58;26
"E02000887";"M";59;26
"E02000887";"F";59;28
"E02000887";"M";60;17
"E02000887";"F";60;19
"E02000887";"M";61;16
"E02000887";"F";61;20
"E02000887";"M";62;19
"E02000887";"F";62;16
"E02000887";"M";63;15
"E02000887";"F";63;20
"E02000887";"M";64;21
"E02000887";"F";64;16
"E02000887";"M";65;14
"E02000887";"F";65;16
"E02000887";"M";66;13
"E02000887";"F";66;15
"E02000887";"M";67;14
"E02000887";"F";67;17
"E02000887";"M";68;12
"E02000887";"F";68;15
"E02000887";"M";69;18
"E02000887";"F";69;16
"E02000887";"M";70;19
"E02000887";"F";70;11
"E02000887";"M";71;21
"E02000887";"F";71;22
"E02000887";"M";72;8
"E02000887";"F";72;10
"E02000887";"M";73;15
"E02000887";"F";73;16
"E02000887";"M";74;10
"E02000887";"F";74;15
"E02000887";"M";75;11
"E02000887";"F";75;15
"E02000887";"M";76;11
"E02000887";"F";76;12
"E02000887";"M";77;8
"E02000887";"F";77;10
"E02000887";"M";78;12
"E02000887";"F";78;12
"E02000887";"M";79;13
"E02000887";"F";79;11
"E02000887";"M";80;6
"E02000887";"F";80;20
"E02000887";"M";81;8
"E02000887";"F";81;14
"E02000887";"M";82;10
"E02000887";"F";82;18
"E02000887";"M";83;9
"E02000887";"F";83;9
"E02000887";"M";84;2
"E02000887";"F";84;4
"E02000887";"M";85;27
"E02000887";"F";85;45
"E02000888";"M";0;74
"E02000888";"F";0;67
"E02000888";"M";1;73
"E02000888";"F";1;74
"E02000888";"M";2;66
"E02000888";"F";2;75
"E02000888";"M";3;94
"E02000888";"F";3;64
"E02000888";"M";4;63
"E02000888";"F";4;70
"E02000888";"M";5;69
"E02000888";"F";5;56
"E02000888";"M";6;47
"E02000888";"F";6;53
"E02000888";"M";7;56
"E02000888";"F";7;57
"E02000888";"M";8;55
"E02000888";"F";8;45
"E02000888";"M";9;43
"E02000888";"F";9;54
"E02000888";"M";10;44
"E02000888";"F";10;56
"E02000888";"M";11;36
"E02000888";"F";11;53
"E02000888";"M";12;27
"E02000888";"F";12;37
"E02000888";"M";13;36
"E02000888";"F";13;42
"E02000888";"M";14;44
"E02000888";"F";14;42
"E02000888";"M";15;40
"E02000888";"F";15;42
"E02000888";"M";16;34
"E02000888";"F";16;46
"E02000888";"M";17;29
"E02000888";"F";17;34
"E02000888";"M";18;47
"E02000888";"F";18;46
"E02000888";"M";19;49
"E02000888";"F";19;46
"E02000888";"M";20;70
"E02000888";"F";20;55
"E02000888";"M";21;71
"E02000888";"F";21;83
"E02000888";"M";22;72
"E02000888";"F";22;74
"E02000888";"M";23;88
"E02000888";"F";23;94
"E02000888";"M";24;119
"E02000888";"F";24;112
"E02000888";"M";25;122
"E02000888";"F";25;129
"E02000888";"M";26;121
"E02000888";"F";26;127
"E02000888";"M";27;170
"E02000888";"F";27;132
"E02000888";"M";28;134
"E02000888";"F";28;110
"E02000888";"M";29;137
"E02000888";"F";29;128
"E02000888";"M";30;147
"E02000888";"F";30;142
"E02000888";"M";31;147
"E02000888";"F";31;117
"E02000888";"M";32;130
"E02000888";"F";32;106
"E02000888";"M";33;142
"E02000888";"F";33;92
"E02000888";"M";34;118
"E02000888";"F";34;112
"E02000888";"M";35;108
"E02000888";"F";35;83
"E02000888";"M";36;91
"E02000888";"F";36;78
"E02000888";"M";37;92
"E02000888";"F";37;80
"E02000888";"M";38;85
"E02000888";"F";38;62
"E02000888";"M";39;61
"E02000888";"F";39;52
"E02000888";"M";40;89
"E02000888";"F";40;63
"E02000888";"M";41;69
"E02000888";"F";41;41
"E02000888";"M";42;64
"E02000888";"F";42;36
"E02000888";"M";43;56
"E02000888";"F";43;41
"E02000888";"M";44;56
"E02000888";"F";44;30
"E02000888";"M";45;47
"E02000888";"F";45;37
"E02000888";"M";46;39
"E02000888";"F";46;37
"E02000888";"M";47;50
"E02000888";"F";47;33
"E02000888";"M";48;44
"E02000888";"F";48;26
"E02000888";"M";49;38
"E02000888";"F";49;20
"E02000888";"M";50;38
"E02000888";"F";50;22
"E02000888";"M";51;45
"E02000888";"F";51;13
"E02000888";"M";52;40
"E02000888";"F";52;30
"E02000888";"M";53;34
"E02000888";"F";53;18
"E02000888";"M";54;31
"E02000888";"F";54;19
"E02000888";"M";55;25
"E02000888";"F";55;17
"E02000888";"M";56;27
"E02000888";"F";56;21
"E02000888";"M";57;15
"E02000888";"F";57;14
"E02000888";"M";58;22
"E02000888";"F";58;16
"E02000888";"M";59;15
"E02000888";"F";59;17
"E02000888";"M";60;25
"E02000888";"F";60;20
"E02000888";"M";61;13
"E02000888";"F";61;19
"E02000888";"M";62;12
"E02000888";"F";62;18
"E02000888";"M";63;17
"E02000888";"F";63;11
"E02000888";"M";64;23
"E02000888";"F";64;12
"E02000888";"M";65;10
"E02000888";"F";65;13
"E02000888";"M";66;10
"E02000888";"F";66;15
"E02000888";"M";67;11
"E02000888";"F";67;12
"E02000888";"M";68;5
"E02000888";"F";68;11
"E02000888";"M";69;7
"E02000888";"F";69;5
"E02000888";"M";70;14
"E02000888";"F";70;10
"E02000888";"M";71;8
"E02000888";"F";71;17
"E02000888";"M";72;6
"E02000888";"F";72;9
"E02000888";"M";73;10
"E02000888";"F";73;8
"E02000888";"M";74;11
"E02000888";"F";74;8
"E02000888";"M";75;17
"E02000888";"F";75;6
"E02000888";"M";76;11
"E02000888";"F";76;7
"E02000888";"M";77;4
"E02000888";"F";77;6
"E02000888";"M";78;9
"E02000888";"F";78;10
"E02000888";"M";79;8
"E02000888";"F";79;10
"E02000888";"M";80;4
"E02000888";"F";80;15
"E02000888";"M";81;5
"E02000888";"F";81;4
"E02000888";"M";82;4
